,,,,Overall,,,,,,ISAT Reading Meets/Exceeds,,,,,,,,,,ISAT Math Meets/Exceeds,,,,,,,,,,ISAT Science Meets/Exceeds,,,,,,,,,,ISAT Composite Exceeds,,,,,,,,,,"ISAT Composite Exceeds, High Grade",,,,,,,,,,,Attendance,,,,,,,,,,Value-Added Reading,,,Value-Added Math,,
610034,4430,LAWNDALE,ES Network - Austin-North Lawndale,Probation,Level 3,7.1%,3,42,19.6,16.2,24.5,20.7,19.9,20.4,-5.5,0,3,0,3,16.6,22.8,14.5,18,19.7,-1.8,1,3,0,3,38.1,47.3,48.1,44.1,42.7,-8.4,0,3,0,3,0.6,1,0.5,1.1,0.8,-0.3,0,3,0,3,8,1.3,1.2,0,0,1.3,+0.9,0,3,1,3,90.8,92.1,91.3,90.7,91.5,-0.6,1,3,0,3,-1.3,0,3,-2.0,0,3
610305,7320,LELAND,ES Network - Austin-North Lawndale,Not on Probation,Level 1,90.0%,27,30,79,67.7,87.5,56,48.7,77.6,+3.6,3,3,2,3,90.3,83.3,65.4,43.6,86.8,+26.2,3,3,3,3,,,,,,,,0,,0,27.4,33.3,9.8,17.9,30.4,+7.1,3,3,3,3,3,27.4,33.3,9.8,17.9,30.4,+7.1,3,3,3,3,94.2,95,92.7,93.1,94.6,+0.6,2,3,2,3,,,0,,,0
610043,4530,LOVETT,ES Network - Austin-North Lawndale,Not on Probation,Level 2,52.4%,22,42,43.4,43.7,42.9,37.5,33.3,43.3,+5.8,1,3,2,3,33.4,30.6,30.1,26.3,32,+4.4,1,3,2,3,72.9,69.9,75.7,56.6,71.4,+5.5,2,3,2,3,3.7,4.1,3.8,1.8,3.9,+0.5,1,3,1,3,8,3.7,10.3,2.9,1.1,7,-1.1,2,3,0,3,95.7,96.5,95.4,95.9,96.1,-0.2,3,3,3,3,-0.1,1,3,-0.3,1,3
610056,4650,MASON,ES Network - Austin-North Lawndale,Probation,Level 3,28.6%,12,42,29.2,29.9,28.1,33.7,33.9,29,-2.0,1,3,0,3,21.2,17.4,19.7,26.9,19.3,-0.1,1,3,0,3,52.1,43.7,50,51.1,47.9,+3.8,0,3,2,3,2.5,2,1.1,1.4,2.3,+1.0,1,3,1,3,8,4.4,2.2,1.9,0.9,3.3,+2.7,1,3,1,3,91.4,93.6,92.6,93,92.5,-1.7,1,3,0,3,+0.3,2,3,-0.4,1,3
610282,7040,MCNAIR,ES Network - Austin-North Lawndale,Probation,Level 3,26.2%,11,42,31.1,29.6,31.1,27.8,28.9,30.4,+0.3,1,3,1,3,26.8,26.6,27.4,22.6,26.7,+1.3,1,3,1,3,50,54.5,56.5,40.7,52.3,-0.6,1,3,0,3,1.9,3.3,1.5,1.8,2.6,-0.3,1,3,0,3,8,2.7,1.5,0,1.1,2.1,+1.8,1,3,1,3,90.6,92.6,90.8,92.7,91.6,-1.4,1,3,0,3,-0.2,1,3,-0.6,1,3
610092,5050,NASH,ES Network - Austin-North Lawndale,Not on Probation,Level 2,57.1%,24,42,44.9,37.4,35.1,25.9,22.5,36.3,+9.6,1,3,3,3,42.3,35.1,32.4,17.4,38.7,+14.0,2,3,3,3,76.5,56.8,36.3,50,66.7,+28.8,1,3,3,3,4.4,3.3,1.2,1.5,3.9,+2.4,1,3,1,3,8,2.7,1.9,1.2,0,2.3,+1.7,1,3,1,3,95.9,96.9,95.2,95.4,96.4,+0.1,3,3,3,3,-1.3,0,3,-0.7,1,3
610123,5370,PENN,ES Network - Austin-North Lawndale,Probation,Level 2,54.8%,23,42,33.8,36.4,32.4,24.1,22.8,34.4,+10.0,1,3,3,3,25.6,24.6,21.8,15.6,25.1,+4.9,1,3,2,3,52.6,53.8,45.2,31.1,53.2,+9.2,1,3,3,3,4.5,3.3,2.4,1.3,3.9,+2.2,1,3,1,3,8,6.7,1.6,4.2,0,4.2,+4.8,1,3,2,3,93.5,94.5,91.9,91.7,94,+0.8,2,3,2,3,+0.4,2,3,-0.4,1,3
610131,5450,PLAMONDON,ES Network - Austin-North Lawndale,Not on Probation,Level 2,64.3%,27,42,51.9,41.7,59.2,47.5,49.1,50.5,-10.2,2,3,0,3,51.3,38.8,41.6,43,45.1,+10.2,2,3,3,3,84.2,77.4,82.4,72.5,80.8,+6.8,3,3,3,3,6.7,2.2,3,5.2,4.5,+3.2,1,3,2,3,8,5,0,0,0,2.5,+5.0,1,3,2,3,96.5,97.2,97,96.3,96.9,-0.3,3,3,3,3,-1.6,0,3,+0.2,2,3
610158,5720,SAYRE,ES Network - Austin-North Lawndale,Not on Probation,Level 1,71.4%,30,42,60,58.2,60.2,53,56.2,59.2,+1.7,3,3,1,3,54.5,52,49.2,50.1,53.3,+4.1,3,3,2,3,81.4,80.4,83.1,80,80.9,+0.2,3,3,1,3,14.1,11.2,7.5,8,12.7,+5.2,3,3,2,3,8,5.9,14.3,5.9,6.4,10.1,-3.0,2,3,0,3,95.8,96.7,96.2,96.3,96.3,-0.6,3,3,3,3,+0.1,2,3,+0.7,2,3
610183,6000,SPENCER TECH ACAD,ES Network - Austin-North Lawndale,Probation,Level 3,35.7%,15,42,36.8,33.1,35.7,35.5,27.8,34.4,+0.1,1,3,1,3,32.1,34.2,33,29.2,33.2,0.0,2,3,0,3,61.2,50.3,59.4,46.2,55.8,+9.2,1,3,3,3,3.2,4.3,4.8,2.5,3.8,-0.7,1,3,0,3,8,5.5,4.6,7,1.2,5.1,+1.2,1,3,1,3,93.1,95.1,92.6,92,94.1,-0.1,2,3,0,3,-1.0,1,3,-0.2,1,3
610235,6520,YOUNG,ES Network - Austin-North Lawndale,Probation,Level 3,31.0%,13,42,41.4,39.3,37.8,35.4,28.1,38.6,+5.5,1,3,2,3,37.7,39.8,33.8,29,38.8,+3.5,2,3,2,3,59.1,64.2,60.1,57.9,61.7,-1.6,1,3,0,3,3.1,4.5,2.3,2.7,3.8,-0.1,1,3,0,3,8,2.5,0.7,3.1,1.6,1.6,+0.7,1,3,1,3,93.5,94.7,94.4,94.6,94.1,-1.1,2,3,0,3,-1.2,0,3,-1.8,0,3
609951,3640,ARIEL,ES Network - Burnham Park,Not on Probation,Level 1,81.0%,34,42,65.6,60.2,54.5,51.8,60.3,57.4,+4.7,3,3,2,3,62.9,55.8,58.7,58.1,59.4,+5.4,3,3,2,3,87.7,81.8,75.2,96.7,84.8,+3.1,3,3,2,3,15.2,8.2,6.3,10.3,11.7,+6.9,2,3,3,3,8,3.8,2.9,1.3,2.4,3.4,+1.6,1,3,1,3,95.1,95.5,95.6,96.2,95.3,-0.7,3,3,3,3,+1.7,3,3,+1.7,3,3
609781,2100,ATTUCKS,ES Network - Burnham Park,Probation,Level 3,23.8%,10,42,25.4,24.3,17.5,22.4,25.7,20.9,+2.4,0,3,1,3,19.2,17.5,21.8,15.8,18.4,+0.8,1,3,1,3,51.2,39.3,41.7,34,45.3,+12.9,0,3,3,3,1.4,1.2,3,1.2,1.3,-0.4,0,3,0,3,8,1.7,1.7,3.1,2.8,1.7,-0.8,1,3,0,3,90.8,93,95.3,94.9,91.9,-3.6,1,3,0,3,-0.2,1,3,-0.7,1,3
610246,6660,BEASLEY,ES Network - Burnham Park,Not on Probation,Level 2,59.5%,25,42,58.2,60.9,57.5,58.2,55.4,59.2,+3.9,3,3,2,3,50.5,53.2,57.1,52.5,51.9,-3.8,3,3,0,3,74.6,83.6,83.6,81,79.1,-8.1,2,3,0,3,11.7,10.1,9.4,9.4,10.9,+2.1,2,3,1,3,8,14.7,10.7,6.3,8.4,12.7,+6.2,3,3,3,3,94.6,95.4,95.1,95.5,95,-0.7,3,3,0,3,+0.9,2,3,-0.9,1,3
610237,6540,BEETHOVEN,ES Network - Burnham Park,Probation,Level 3,19.0%,8,42,36.8,29,37.8,29.6,36.5,33.4,-5.6,1,3,0,3,37.3,39.1,39.2,47.4,38.2,-4.6,2,3,0,3,56.3,47.3,65.9,72.8,51.8,-5.7,1,3,0,3,4.1,6.2,6,5.3,5.2,-1.7,1,3,0,3,8,5.8,4.8,6.7,7.4,5.3,-0.5,1,3,0,3,91.8,95.2,93.7,94.1,93.5,-2.5,2,3,0,3,-1.3,0,3,-1.5,0,3
609819,2460,BURKE,ES Network - Burnham Park,Probation,Level 3,31.0%,13,42,32.5,29.2,22.7,21.6,24.2,26,+6.4,1,3,3,3,26.5,30.2,23.2,22.6,28.4,+1.2,1,3,1,3,65.2,60,44.9,47.1,62.6,+14.5,1,3,3,3,0.8,1.5,1,0.9,1.2,-0.3,0,3,0,3,8,0,0,0,0,0,0.0,0,3,0,3,88.1,89.7,89.4,90.9,88.9,-1.9,0,3,0,3,+0.2,2,3,-0.9,1,3
610018,4260,CANTER,ES Network - Burnham Park,Probation,Level 3,40.5%,17,42,52.5,47.3,44.7,54.2,49.5,46,-2.2,2,3,0,3,53.2,40.5,51.5,43.7,46.9,+8.0,3,3,3,3,62.4,67.3,72.9,85.1,64.9,-12.7,1,3,0,3,3.7,2.5,6.6,5.1,3.1,-1.0,1,3,0,3,8,3.3,3.4,4.7,2.5,3.4,-0.2,1,3,0,3,93.4,92.7,92.2,93.6,93.1,+0.6,2,3,2,3,-1.4,0,3,+0.4,2,3
609837,2630,CARNEGIE,ES Network - Burnham Park,Probation,Level 3,40.5%,17,42,51.6,52.7,52.7,54.4,51.2,52.7,-0.1,2,3,0,3,44.1,42.3,49.1,50.2,43.2,-3.1,2,3,0,3,71.4,80.3,75.5,78.8,75.9,-6.8,2,3,0,3,10.4,7.7,7.7,7.2,9.1,+2.9,2,3,1,3,8,7.9,1.9,7.7,5.4,4.9,+2.9,1,3,1,3,94.6,95.3,94.6,95,95,-0.4,3,3,0,3,+0.8,2,3,-0.6,1,3
609891,3070,DOOLITTLE,ES Network - Burnham Park,Probation,Level 3,33.3%,14,42,29.8,18.5,17.2,18.4,17.7,17.9,+0.7,0,3,1,3,27.7,13.8,11.4,11.2,20.8,+15.6,1,3,3,3,76.5,45.3,41,38.3,60.9,+35.0,1,3,3,3,1.5,0.2,0.2,0.4,0.9,+1.2,0,3,1,3,8,0,0,0,0,0,0.0,0,3,0,3,89.3,92.2,91.6,91.3,90.8,-2.4,1,3,0,3,-0.1,1,3,+0.3,2,3
609894,3100,DRAKE,ES Network - Burnham Park,Probation,Level 2,52.4%,22,42,43.8,46.7,38.5,41.3,37.7,42.6,+7.5,1,3,3,3,35.6,33.1,29.3,27.3,34.4,+5.7,2,3,2,3,64.1,57.4,56.9,58.3,60.8,+6.6,1,3,3,3,3.6,1.6,1.8,3.1,2.6,+1.4,1,3,1,3,8,7.1,1.9,5,3.4,4.5,+3.7,1,3,2,3,93,93.9,94,94.5,93.5,-1.1,2,3,0,3,+0.9,2,3,-0.3,1,3
609919,3360,FISKE,ES Network - Burnham Park,Probation,Level 3,35.7%,15,42,34.2,33.6,45.1,28.6,36.1,39.4,-3.0,1,3,0,3,27.6,40.1,23.4,27.5,33.9,-2.7,2,3,0,3,57.5,58.8,54.2,46.6,58.2,+4.3,1,3,2,3,3.1,3.3,1.5,2.5,3.2,+0.7,1,3,1,3,8,8,2.8,3.6,2.9,5.4,+4.9,1,3,2,3,93.7,94,93,93.8,93.9,+0.1,2,3,1,3,-1.1,0,3,-0.6,1,3
609969,3780,HARTE,ES Network - Burnham Park,Not on Probation,Level 2,61.9%,26,42,54.6,53.4,53.3,56.5,56.1,53.4,-1.9,2,3,0,3,50,47.3,58.2,50.3,48.7,-1.9,3,3,0,3,76.7,77.3,60.5,74.4,77,+6.0,2,3,3,3,10.6,8.4,9.1,7.7,9.5,+2.2,2,3,1,3,6,14.7,10.8,8,10.4,12.8,+5.0,3,3,2,3,94.5,95.9,94.2,95.1,95.2,-0.6,3,3,0,3,+1.1,3,3,+0.1,2,3
610030,4390,KOZMINSKI,ES Network - Burnham Park,Probation,Level 3,31.0%,13,42,35.6,37.7,31.7,31.5,32.4,34.7,+5.8,1,3,2,3,28.2,21.4,26.2,24.6,24.8,+4.1,1,3,2,3,50,54.2,53.2,50.5,52.1,-2.6,1,3,0,3,2,2.1,1.2,2.6,2.1,0.0,1,3,0,3,8,2.8,1,1.6,3.8,1.9,+0.7,1,3,1,3,92.4,92.9,92.2,93.6,92.7,-0.5,1,3,0,3,-0.2,1,3,-0.4,1,3
610276,6950,MOLLISON,ES Network - Burnham Park,Probation,Level 2,61.9%,26,42,43.3,32.7,33.7,30.1,24.2,33.2,+3.4,1,3,2,3,41.8,29.2,28.3,18,35.5,+16.6,2,3,3,3,73.8,72,35.5,66.7,72.9,+15.7,2,3,3,3,4.6,1.8,1.1,1.1,3.2,+3.3,1,3,2,3,8,2.9,0,1.7,0,1.5,+2.3,0,3,1,3,93.6,93.2,91.2,93.4,93.4,+1.0,2,3,3,3,0.0,2,3,+0.6,2,3
610090,5030,MURRAY,ES Network - Burnham Park,Not on Probation,Level 2,66.7%,26,39,72.3,71.6,69.2,71.5,75.7,70.4,-0.5,3,3,0,3,67.3,63.9,65.4,70.2,65.6,+0.8,3,3,3,3,89.3,93.5,82.9,88.7,91.4,+0.9,3,3,1,3,17.1,16.2,18.7,20.5,16.7,-1.4,3,3,0,3,8,7.3,7.5,,,7.4,,2,3,,0,95.6,96.3,95.6,96.7,96,-0.6,3,3,3,3,-0.5,1,3,-0.7,1,3
610126,5400,PERSHING,ES Network - Burnham Park,Not on Probation,Level 1,73.3%,22,30,58.2,59.2,58.8,68.6,63.5,59,-4.4,3,3,0,3,57.1,51,64.7,58.5,54.1,-1.0,3,3,0,3,,,,,,,,0,,0,23.5,14.7,23.5,15.2,19.1,+5.7,3,3,2,3,3,23.5,14.7,23.5,15.2,19.1,+5.7,3,3,2,3,95.2,95.5,95.5,95.1,95.4,-0.2,3,3,3,3,,,0,,,0
610142,5560,RAY,ES Network - Burnham Park,Not on Probation,Level 2,50.0%,21,42,61.7,63.7,61.8,64.4,57.9,62.8,+2.3,3,3,1,3,57,57.4,60.7,57.7,57.2,-1.6,3,3,0,3,72.7,81.1,79.1,73.4,76.9,-5.2,2,3,0,3,18.6,16.1,17,15.3,17.4,+2.5,3,3,1,3,6,14.9,9.3,13.6,13.6,12.1,+2.7,2,3,1,3,94.9,95.6,95.2,95.2,95.3,-0.4,3,3,0,3,-1.0,1,3,-0.7,1,3
610143,5580,REAVIS,ES Network - Burnham Park,Probation,Level 3,42.9%,18,42,32.9,38.9,33.2,29.7,21.3,36.1,+10.8,1,3,3,3,20.4,22.4,22.5,15.9,21.4,+0.1,1,3,1,3,58.1,40.8,49.3,43.1,49.5,+13.7,0,3,3,3,2.4,2.4,1.9,0.9,2.4,+0.7,1,3,1,3,8,1.6,1.6,1.6,1.3,1.6,+0.1,1,3,1,3,92.3,93.9,93.6,94.1,93.1,-1.6,2,3,0,3,+0.9,2,3,-0.9,1,3
610256,6780,ROBINSON,ES Network - Burnham Park,Probation,Level 3,30.0%,9,30,35.2,40.7,9.4,29.8,,25.1,+21.1,1,3,3,3,29.6,9.1,17.4,,19.4,+16.3,1,3,3,3,,,,,,,,0,,0,0,0,1.1,,0,-0.6,0,3,0,3,3,0,0,1.1,,0,-0.6,0,3,0,3,89.4,91,90.8,93,90.2,-2.2,1,3,0,3,,,0,,,0
610175,5920,SHOESMITH,ES Network - Burnham Park,Not on Probation,Level 2,64.3%,27,42,51.8,45.4,47.8,46.3,41.7,46.6,+0.1,2,3,1,3,52.3,45.9,38.9,24.6,49.1,+15.8,3,3,3,3,74.5,69.4,66,45.8,72,+14.1,2,3,3,3,10.8,5.7,5,2.3,8.3,+6.5,2,3,3,3,6,5.8,7.4,5,5.3,6.6,-0.1,2,3,0,3,93.8,95,94.7,94.7,94.4,-1.0,2,3,0,3,+0.4,2,3,+0.6,2,3
609990,3960,SOUTH LOOP,ES Network - Burnham Park,Not on Probation,Level 1,95.2%,40,42,81.4,82.4,82.2,82.9,78.4,82.3,+1.2,3,3,3,3,77.1,75.2,78.7,71,76.2,+2.1,3,3,3,3,91.4,94.6,93.3,96.3,93,-3.3,3,3,3,3,34,32.8,31.2,26.1,33.4,+4.0,3,3,2,3,8,28.2,17.9,17,25,23.1,+8.2,3,3,3,3,95.6,96.1,95.5,95.6,95.9,-0.1,3,3,3,3,+0.1,2,3,+1.1,3,3
610065,4740,TILL,ES Network - Burnham Park,Probation,Level 3,21.4%,9,42,24.7,22.4,19.7,22,19.3,21.1,+2.1,0,3,1,3,18.9,18.5,19.5,14.2,18.7,+1.5,1,3,1,3,48.5,46.4,35.6,38.5,47.5,+8.3,0,3,3,3,0,0.7,0.7,1.4,0.4,-0.9,0,3,0,3,8,0,0,0,1.7,0,-0.6,0,3,0,3,89.2,90.7,88.2,89.5,90,-0.3,1,3,0,3,-0.1,1,3,-0.2,1,3
610213,6300,WADSWORTH,ES Network - Burnham Park,Probation,Level 3,38.1%,16,42,27.1,33,31.2,25.2,17.8,32.1,+8.3,1,3,3,3,14.9,23.7,14.4,19.8,19.3,-4.4,1,3,0,3,46.7,54.8,55.3,40,50.8,-3.3,1,3,0,3,3.7,2.3,1.5,0.9,3,+2.1,1,3,1,3,5,3.6,0,0,1.7,1.8,+3.0,1,3,2,3,92.3,93.6,92.2,92.9,93,-0.6,2,3,0,3,+0.5,2,3,-0.7,1,3
610110,5250,"WELLS, I",ES Network - Burnham Park,Probation,Level 2,54.8%,23,42,46.5,48.8,37.9,37.2,37.6,43.4,+11.2,2,3,3,3,35.4,31.1,41.3,42.2,33.3,-2.8,2,3,0,3,70.2,66,58.6,72.4,68.1,+4.5,1,3,2,3,6,2.9,4.5,4,4.5,+2.2,1,3,1,3,8,18.2,0,4.5,0,9.1,+16.7,2,3,3,3,93,92.6,93.2,93.2,92.8,0.0,1,3,0,3,+1.8,3,3,+0.6,2,3
609977,3860,WOODLAWN,ES Network - Burnham Park,Not on Probation,Level 2,52.4%,22,42,52.6,59.4,55,54.8,55.1,57.2,+4.4,3,3,2,3,43.6,49.6,48.4,47.2,46.6,-4.8,3,3,0,3,63,67.7,68.3,65.8,65.4,-4.3,1,3,0,3,8.9,5.2,4.4,3.8,7.1,+4.4,2,3,2,3,6,10,5.2,7.5,4.3,7.6,+4.3,2,3,2,3,92.3,94,93.9,94.5,93.2,-1.8,2,3,0,3,+0.4,2,3,-0.3,1,3
610345,7820,WOODSON,ES Network - Burnham Park,Probation,Level 3,26.2%,11,42,27.2,21.4,29.6,19.7,22.1,25.5,-2.4,1,3,0,3,23.8,27.1,21.2,18.3,25.5,+1.6,1,3,1,3,56.1,56.3,46.6,49.1,56.2,+5.4,1,3,2,3,1,2.2,0.4,0.2,1.6,+0.1,1,3,1,3,8,0,3.2,1.9,0,1.6,-1.7,1,3,0,3,88,92.4,92,92.9,90.2,-4.4,1,3,0,3,-1.2,0,3,-0.2,1,3
609790,2170,BARTON,ES Network - Englewood-Gresham,Probation,Level 3,35.7%,15,42,31.2,28.5,27.7,23.9,22.3,28.1,+3.9,1,3,2,3,26.3,26.1,24.8,22,26.2,+2.0,1,3,1,3,53.6,47.9,49.2,45.7,50.8,+6.0,1,3,3,3,1.8,1.8,2.2,1.7,1.8,-0.1,1,3,0,3,8,4,0,1.1,0,2,+3.6,1,3,2,3,91.2,93,91.9,92.3,92.1,-1.2,1,3,0,3,-0.1,1,3,-1.5,0,3
609791,2180,BASS,ES Network - Englewood-Gresham,Probation,Level 3,23.8%,10,42,33,30.5,33,27.6,28.7,31.8,+0.7,1,3,1,3,29.3,42.6,19.5,19.5,36,+2.1,2,3,1,3,50,58.8,44.7,48.8,54.4,-0.8,1,3,0,3,2.9,2.6,2,0.7,2.8,+1.1,1,3,1,3,8,2.6,0,3.6,1.1,1.3,+1.0,0,3,1,3,91.3,92.8,92.1,91.5,92.1,-0.8,1,3,0,3,-1.5,0,3,-2.6,0,3
610238,6550,BOND,ES Network - Englewood-Gresham,Probation,Level 3,11.9%,5,42,17.1,17.2,26.2,31.5,26.9,21.7,-11.0,0,3,0,3,13.6,22.6,25.4,22,18.1,-9.7,0,3,0,3,29.2,50,56.7,45,39.6,-21.4,0,3,0,3,1,0.5,1.7,2,0.8,-0.4,0,3,0,3,8,3.2,1.8,0,4.2,2.5,+1.2,1,3,1,3,90,93.1,91.8,91.3,91.6,-2.1,1,3,0,3,-0.3,1,3,-0.9,1,3
609864,2860,COOK,ES Network - Englewood-Gresham,Not on Probation,Level 2,57.1%,24,42,39.8,32.5,31.9,27.2,19,32.2,+6.5,1,3,3,3,32.9,28.6,26.1,18.3,30.8,+8.6,1,3,3,3,79.8,76.9,62.4,54.3,78.4,+15.3,2,3,3,3,3.9,2,2.4,0.7,3,+2.2,1,3,1,3,8,5.1,1.2,0.8,1.6,3.2,+3.9,1,3,2,3,92.8,93.7,94,94,93.3,-1.1,2,3,0,3,+0.4,2,3,+0.6,2,3
610003,4090,CUFFE,ES Network - Englewood-Gresham,Not on Probation,Level 2,57.1%,24,42,47.6,42.6,47.7,48.7,58.8,45.2,-9.1,2,3,0,3,42.6,49.1,50.4,52.1,45.9,-7.9,3,3,0,3,83.7,78.4,62.9,66.9,81.1,+14.3,3,3,3,3,10.3,8.8,6.4,6.7,9.6,+3.0,2,3,2,3,8,17,3.7,6.8,7.5,10.4,+11.0,2,3,3,3,93.7,94.2,93.7,94,94,-0.3,2,3,0,3,-0.9,1,3,-0.6,1,3
610521,7000,"DAVIS, M",ES Network - Englewood-Gresham,Not on Probation,Level 2,50.0%,21,42,42.2,28.7,24,18.9,14.2,26.4,+9.7,1,3,3,3,45.7,38.4,25.1,17.6,42.1,+18.7,2,3,3,3,73.2,55,46.1,42.6,64.1,+25.3,1,3,3,3,3.1,1.2,0.5,0.7,2.2,+2.3,1,3,1,3,8,1.5,0,0,1.1,0.8,+1.1,0,3,1,3,92.2,93,93,94.1,92.6,-1.2,1,3,0,3,+0.3,2,3,+0.1,2,3
