,,,,Overall,,,,,,ISAT Reading Meets/Exceeds,,,,,,,,,,ISAT Math Meets/Exceeds,,,,,,,,,,ISAT Science Meets/Exceeds,,,,,,,,,,ISAT Composite Exceeds,,,,,,,,,,"ISAT Composite Exceeds, High Grade",,,,,,,,,,,Attendance,,,,,,,,,,Value-Added Reading,,,Value-Added Math,,
609897,3130,EARLE,ES Network - Englewood-Gresham,Probation,Level 3,45.2%,19,42,41.4,33.7,23,33.3,28.4,28.4,+5.5,1,3,2,3,33.5,25,42.6,26.5,29.3,+2.1,1,3,1,3,85.1,50,67.7,37.7,67.6,+33.3,1,3,3,3,4.5,1.7,1.4,1.2,3.1,+3.1,1,3,2,3,8,0,0,0,2.7,0,-0.9,0,3,0,3,90.7,90.2,93.9,93.1,90.5,-1.7,1,3,0,3,+1.5,3,3,+1.6,3,3
609927,3430,FOSTER PARK,ES Network - Englewood-Gresham,Probation,Level 3,47.6%,20,42,39.1,35.1,34.8,24.6,29.2,35,+5.6,1,3,2,3,36.5,34.8,30.3,27.5,35.7,+5.6,2,3,2,3,59.2,44.1,44.8,38.3,51.7,+16.8,1,3,3,3,4.9,3.6,1.1,2.4,4.3,+2.5,1,3,1,3,8,1.5,6.7,3,3.9,4.1,-3.0,1,3,0,3,92.6,93.3,93.7,93.3,93,-0.8,2,3,0,3,+0.4,2,3,+0.3,2,3
609955,3670,GRESHAM,ES Network - Englewood-Gresham,Probation,Level 3,21.4%,9,42,29.9,23.4,33.7,24.6,24.1,28.6,-4.1,1,3,0,3,27.3,32.7,32.9,19.4,30,-1.0,1,3,0,3,65.4,42,66.2,42.1,53.7,+15.3,1,3,3,3,1.7,3.2,2.4,1,2.5,-0.5,1,3,0,3,8,0,1.5,0,0,0.8,-0.5,0,3,0,3,92.7,94.9,95.5,92.5,93.8,-1.6,2,3,0,3,-1.2,0,3,-1.2,0,3
609986,3920,HENDERSON,ES Network - Englewood-Gresham,Probation,Level 2,50.0%,21,42,33.6,29.3,23.9,22.5,16.7,26.6,+8.3,1,3,3,3,28.8,24.8,19.6,12.4,26.8,+9.9,1,3,3,3,63.8,47.9,45.1,55.7,55.9,+14.2,1,3,3,3,1.5,0.4,0.2,0.1,1,+1.3,0,3,1,3,8,3.3,0,0,0,1.7,+3.3,1,3,2,3,90.6,92,89.3,91.7,91.3,-0.4,1,3,0,3,+0.3,2,3,+0.2,2,3
610299,7250,HINTON,ES Network - Englewood-Gresham,Not on Probation,Level 2,54.8%,23,42,35.4,26.5,37.4,22.6,24.4,32,-1.6,1,3,0,3,37,37.2,26.7,27.3,37.1,+6.6,2,3,3,3,55.2,51.2,42.2,47.9,53.2,+8.1,1,3,3,3,2.2,3,1.8,1.7,2.6,0.0,1,3,0,3,8,7.5,0,0,1.4,3.8,+7.0,1,3,3,3,93.7,94.6,91.7,90.9,94.2,+1.3,2,3,3,3,-0.9,1,3,+0.3,2,3
609997,4030,HOLMES,ES Network - Englewood-Gresham,Probation,Level 3,9.5%,4,42,20.3,16,15.3,16.5,20,15.7,-1.3,0,3,0,3,22.1,23.4,20.8,21.5,22.8,+0.2,1,3,1,3,27.8,39.2,50,39.3,33.5,-15.0,0,3,0,3,0.5,0.8,0.7,0.5,0.7,-0.2,0,3,0,3,8,0,0,0,1,0,-0.3,0,3,0,3,86.6,89,87.3,90.1,87.8,-2.2,0,3,0,3,-0.1,1,3,-0.7,1,3
610369,8090,"JACKSON, M",ES Network - Englewood-Gresham,Probation,Level 3,19.0%,8,42,30,29.4,29.6,31.8,30,29.5,-1.1,1,3,0,3,21.2,19.4,22.7,22.7,20.3,-0.4,1,3,0,3,57.9,45.8,75.4,60.3,51.9,-2.6,1,3,0,3,2.5,1.4,5.2,1.2,2,-0.1,1,3,0,3,8,1.7,0,5,3.6,0.9,-1.2,0,3,0,3,91.1,92.9,92.5,91.8,92,-1.3,1,3,0,3,0.0,2,3,-0.1,1,3
609805,2330,JOPLIN,ES Network - Englewood-Gresham,Probation,Level 3,40.5%,17,42,42.6,41.7,42.9,38,40.7,42.3,+1.2,1,3,1,3,36.4,39.5,34,36.3,38,-0.2,2,3,0,3,64.4,53.1,63.7,55,58.8,+7.1,1,3,3,3,6.3,4.6,3.6,4.1,5.5,+2.2,1,3,1,3,8,7.4,3.3,6.6,9.4,5.4,+1.0,1,3,1,3,93.5,95.6,95.2,94.7,94.6,-1.7,2,3,0,3,-0.1,1,3,+0.8,2,3
610019,4270,KERSHAW,ES Network - Englewood-Gresham,Probation,Level 3,47.6%,20,42,50.7,45.9,52.1,43.8,34.6,49,+2.4,2,3,1,3,49.3,56.6,52.3,29.9,53,+3.0,3,3,2,3,69.4,70.2,82.9,63.6,69.8,-2.8,1,3,0,3,9.3,8.6,6.1,3.6,9,+3.2,2,3,2,3,8,3.6,14.3,2.6,0,9,-2.0,2,3,0,3,94.9,95.8,94.9,93.9,95.4,0.0,3,3,0,3,-0.1,1,3,-0.3,1,3
609869,2900,LANGFORD,ES Network - Englewood-Gresham,Probation,Level 3,31.0%,13,42,32.4,28.4,26.7,28.1,17.2,27.6,+4.4,1,3,2,3,32.3,36,39.2,17.7,34.2,+1.3,2,3,1,3,47.3,65.3,51.3,40.6,56.3,-5.1,1,3,0,3,3.7,3.8,2.7,0.6,3.8,+1.3,1,3,1,3,8,1.7,3.3,1.8,0,2.5,0.0,1,3,0,3,91.5,94.2,92,92.1,92.9,-1.3,1,3,0,3,-0.7,1,3,-0.7,1,3
610290,7150,MAYS,ES Network - Englewood-Gresham,Not on Probation,Level 2,50.0%,21,42,49.7,39.7,42,42.4,42.7,40.9,-2.7,1,3,0,3,51.5,50,44.2,38.8,50.8,+7.2,3,3,3,3,75.8,44.6,72.7,68.3,60.2,+13.9,1,3,3,3,4.4,3.8,3.9,3.9,4.1,+0.5,1,3,1,3,8,0,0,1.4,3.6,0,-1.7,0,3,0,3,95.1,96.3,95.5,95.5,95.7,-0.7,3,3,3,3,-0.1,1,3,-0.2,1,3
609793,2200,NICHOLSON TECH ACAD,ES Network - Englewood-Gresham,Not on Probation,Level 2,52.4%,22,42,56.9,47,48.2,32.8,24.2,47.6,+11.9,2,3,3,3,61.9,69.8,53.5,54.6,65.9,+2.6,3,3,1,3,72.6,83.1,55.4,54.4,77.9,+8.3,2,3,3,3,5.3,10.5,5.2,4.3,7.9,-1.4,2,3,0,3,8,9.1,16.2,9.7,13.2,12.7,-3.9,3,3,0,3,93.3,93.8,93.5,93.3,93.6,-0.2,2,3,0,3,-1.2,0,3,-0.4,1,3
610102,5170,OGLESBY,ES Network - Englewood-Gresham,Probation,Level 3,45.2%,19,42,30.1,31.1,31.7,25.6,22.1,31.4,+4.6,1,3,2,3,20.6,22,22.7,16.6,21.3,+0.2,1,3,1,3,60.3,52.8,57.7,40,56.6,+10.1,1,3,3,3,1.8,2.1,1.7,0.8,2,+0.3,1,3,1,3,8,3.1,3.6,1.4,2.1,3.4,+0.7,1,3,1,3,94,95.2,94.6,91.8,94.6,+0.1,2,3,1,3,+0.7,2,3,-0.4,1,3
610108,5230,O'TOOLE,ES Network - Englewood-Gresham,Probation,Level 3,38.1%,16,42,36.6,28.5,31.8,27.1,19.5,30.2,+2.4,1,3,1,3,40.8,35.7,30,26.7,38.3,+10.0,2,3,3,3,48.3,51.4,46.1,42.1,49.9,+1.8,0,3,1,3,3.9,3.3,1.6,1.4,3.6,+1.8,1,3,1,3,8,5.4,2.7,0,0,4.1,+4.5,1,3,2,3,89.8,91,89.3,89.9,90.4,-0.3,1,3,0,3,-0.6,1,3,-0.4,1,3
610112,5270,PARKER,ES Network - Englewood-Gresham,Probation,Level 3,9.5%,4,42,24.9,26.4,28,29.7,25.9,27.2,-1.5,1,3,0,3,17.5,23.1,29.2,19.5,20.3,-6.4,1,3,0,3,44.7,53.4,52.3,50.4,49.1,-7.3,0,3,0,3,1.2,1.1,2,1.1,1.2,-0.2,0,3,0,3,8,0,1.6,1.5,2.9,0.8,-2.0,0,3,0,3,91,92.5,91.9,93.1,91.8,-1.5,1,3,0,3,-0.2,1,3,-2.0,0,3
609941,3550,RANDOLPH,ES Network - Englewood-Gresham,Probation,Level 3,19.0%,8,42,34.5,25.2,32,28.9,27.1,28.6,-4.1,1,3,0,3,36.5,44.5,34.7,34.6,40.5,-1.4,2,3,0,3,55,51.1,65.7,47.7,53.1,+0.2,1,3,1,3,3.4,4.6,2.9,3.3,4,-0.2,1,3,0,3,8,0,5.8,3.7,5.3,2.9,-4.9,1,3,0,3,92.5,93.2,92.2,93.3,92.9,-0.4,1,3,0,3,-1.8,0,3,-1.2,0,3
610153,5670,RYDER,ES Network - Englewood-Gresham,Probation,Level 3,21.4%,9,42,27.9,23.4,28.8,27.5,31.3,26.1,-5.8,1,3,0,3,25.5,31.9,29.4,26.5,28.7,-3.8,1,3,0,3,48.9,50,50,60.6,49.5,-4.6,0,3,0,3,2.5,1.6,1.7,1.7,2.1,+0.8,1,3,1,3,8,1.7,3.1,4.9,2.5,2.4,-1.8,1,3,0,3,91.4,94.4,93.1,95.1,92.9,-2.8,1,3,0,3,-0.8,1,3,+0.1,2,3
610173,5900,SHERWOOD,ES Network - Englewood-Gresham,Not on Probation,Level 2,52.4%,22,42,46.7,41.2,40.9,43.5,26.7,41.1,+4.2,1,3,2,3,42.3,51.3,47.8,35.7,46.8,-2.6,3,3,0,3,74.2,55.4,69.2,47.8,64.8,+16.7,1,3,3,3,6.5,5.6,9.6,1.3,6.1,+1.0,1,3,1,3,8,12.5,6.9,13.7,1.1,9.7,+5.3,2,3,2,3,92.5,91.7,92.1,92.6,92.1,+0.4,1,3,1,3,+1.0,3,3,-0.3,1,3
610223,6390,WENTWORTH,ES Network - Englewood-Gresham,Probation,Level 2,52.4%,22,42,37.6,31,25.8,18,18.6,28.4,+10.2,1,3,3,3,33.9,34.9,21.6,18.1,34.4,+9.0,2,3,3,3,70.7,48,39.7,43.5,59.4,+27.0,1,3,3,3,3.5,2.1,0.6,0.8,2.8,+2.3,1,3,1,3,8,7.5,2.7,0,0,5.1,+6.6,1,3,3,3,91.6,91.6,91.7,91.7,91.6,-0.1,1,3,0,3,-0.3,1,3,-0.1,1,3
609780,2090,AMES,ES Network - Fullerton,Probation,Level 3,28.6%,12,42,44.4,38.3,42.1,39.1,25.9,40.2,+2.6,1,3,1,3,41.1,43.5,39.1,32.9,42.3,+2.6,2,3,1,3,67.2,65.2,66,71.5,66.2,-0.4,1,3,0,3,3.5,4,2.9,1.8,3.8,+0.6,1,3,1,3,8,2.2,5.6,3.2,1.9,3.9,-1.4,1,3,0,3,92.2,94,94.7,93,93.1,-1.7,2,3,0,3,-1.2,0,3,-0.6,1,3
609789,2160,BARRY,ES Network - Fullerton,Not on Probation,Level 2,69.0%,29,42,52.2,44.6,42,41,40.2,43.3,+3.5,1,3,2,3,52.8,50.8,48.4,45.8,51.8,+4.5,3,3,2,3,78,75.4,68.4,70.3,76.7,+6.6,2,3,3,3,6.8,5.7,6.1,3.8,6.3,+1.6,1,3,1,3,6,9.1,6.1,6.7,4.9,7.6,+3.2,2,3,2,3,95.4,95.3,95.2,95.9,95.4,-0.1,3,3,3,3,+0.7,2,3,+0.6,2,3
609922,3390,BELMONT-CRAGIN,ES Network - Fullerton,Not on Probation,Level 1,71.4%,30,42,51.2,45.3,42.1,45.3,36.2,43.7,+4.1,2,3,2,3,46,43.7,32.8,34.8,44.9,+8.9,2,3,3,3,82,73.8,77.6,54.2,77.9,+13.5,2,3,3,3,5.6,4.5,5.6,1.5,5.1,+1.7,1,3,1,3,8,8.3,5.8,0,5.2,7.1,+4.6,2,3,2,3,95.1,96.2,95.5,95,95.7,-0.5,3,3,3,3,+0.3,2,3,+0.1,2,3
609809,2370,BRENTANO,ES Network - Fullerton,Not on Probation,Level 1,83.3%,35,42,60.8,54.6,52.2,45.1,44.2,53.4,+7.4,2,3,3,3,56.8,43.7,49.1,49.2,50.3,+9.5,3,3,3,3,87.3,75.8,76.1,72.3,81.6,+12.6,3,3,3,3,8.4,4.8,4.4,5.4,6.6,+3.5,2,3,2,3,8,9,2.5,2.9,7.8,5.8,+4.6,1,3,2,3,95.7,94.7,95.1,95.4,95.2,+0.6,3,3,3,3,+0.8,2,3,+1.0,3,3
609818,2450,BURBANK,ES Network - Fullerton,Not on Probation,Level 2,61.9%,26,42,51.9,47.5,42.5,42.2,35.7,45,+7.4,2,3,3,3,47,40.9,46.4,36,44,+5.9,2,3,2,3,78.3,71.3,75.7,65.9,74.8,+7.3,2,3,3,3,7.9,3.2,3.9,3.6,5.6,+4.3,1,3,2,3,8,4.8,4.5,2.1,1.3,4.7,+2.2,1,3,1,3,94.1,95.5,95.2,95.2,94.8,-1.2,2,3,0,3,+1.1,3,3,+0.7,2,3
610539,8600,CAMRAS,ES Network - Fullerton,Not on Probation,Level 2,52.4%,22,42,54.6,51.8,53.6,45.7,,52.7,+2.1,2,3,1,3,49.5,42.7,39.6,,46.1,+8.3,3,3,3,3,76.9,77.9,69.9,,77.4,+3.0,2,3,2,3,6.4,5.4,4.8,,5.9,+1.3,1,3,1,3,8,5.7,8.2,2.6,,7,+0.3,2,3,1,3,94.4,95.2,95.2,,94.8,-0.8,2,3,0,3,-0.4,1,3,-0.4,1,3
609853,2760,CHASE,ES Network - Fullerton,Not on Probation,Level 2,59.5%,25,42,59.1,50.2,54.6,46.1,40.2,52.4,+3.2,2,3,2,3,63,62.1,56,50.4,62.6,+6.8,3,3,3,3,73.4,70.8,72.7,56.4,72.1,+6.8,2,3,3,3,6.7,6.3,4.6,4.1,6.5,+1.7,2,3,1,3,8,3.1,9.3,3.1,1.2,6.2,-1.4,1,3,0,3,94.8,95.7,95.5,95.4,95.3,-0.7,3,3,0,3,-0.7,1,3,+0.1,2,3
609875,2960,DARWIN,ES Network - Fullerton,Not on Probation,Level 2,54.8%,23,42,54.2,53,41.1,42,37.4,47.1,+12.8,2,3,3,3,48.6,45.4,46.7,42.9,47,+3.6,3,3,2,3,74.7,69.4,76.8,77.2,72.1,+0.2,2,3,1,3,7.1,4.8,7.4,5.3,6,+1.3,1,3,1,3,8,2.9,5.7,8.3,10.6,4.3,-5.3,1,3,0,3,94.6,95.8,95.6,94.7,95.2,-0.8,3,3,0,3,+1.0,3,3,-0.5,1,3
609896,3120,DRUMMOND,ES Network - Fullerton,Not on Probation,Level 1,78.6%,33,42,76.7,74.7,69.6,61.7,61.8,72.2,+10.3,3,3,3,3,72.2,72,67.4,56.9,72.1,+6.8,3,3,3,3,96.3,82.5,88.5,90.3,89.4,+9.2,3,3,3,3,22.5,20.3,16.8,11.9,21.4,+6.2,3,3,3,3,8,10,1.7,0,7.7,5.9,+6.9,1,3,3,3,94.6,95.7,95.3,95.8,95.2,-1.0,3,3,0,3,-0.4,1,3,-0.7,1,3
609910,3270,FALCONER,ES Network - Fullerton,Not on Probation,Level 1,76.2%,32,42,63.4,56,50.4,47.7,49.5,53.2,+6.8,2,3,3,3,65.5,60.5,59.1,61.6,63,+5.1,3,3,3,3,83.6,82.4,88.5,79.1,83,+0.3,3,3,1,3,10.9,9,10.7,8.6,10,+1.5,2,3,1,3,6,10,10.7,12.6,9.9,10.4,-1.1,2,3,0,3,95.9,96.1,96.1,96.1,96,-0.2,3,3,3,3,+1.5,3,3,+1.1,3,3
609926,3420,FRANKLIN,ES Network - Fullerton,Not on Probation,Level 1,88.1%,37,42,83.8,78.8,82.2,80.3,77.3,80.5,-1.1,3,3,3,3,85.4,83.6,79.9,82.1,84.5,+3.5,3,3,3,3,94.3,88.8,94.5,92.1,91.6,+2.5,3,3,3,3,35.4,33.8,30.1,30.4,34.6,+4.0,3,3,2,3,8,34.5,29,28.8,38.3,31.8,+2.5,3,3,1,3,95.8,96.3,96,96.1,96.1,-0.3,3,3,3,3,+0.8,2,3,+0.6,2,3
609930,3460,FUNSTON,ES Network - Fullerton,Probation,Level 3,45.2%,19,42,43.5,37.6,34.4,31.5,28.5,36,+6.1,1,3,3,3,35.1,34.8,34.2,38.3,35,-0.7,2,3,0,3,82.8,80.4,75.5,67.3,81.6,+8.4,3,3,3,3,4.8,4.1,4.1,3.6,4.5,+0.9,1,3,1,3,8,4.2,4.3,8.9,,4.3,-2.4,1,3,0,3,94.3,95.5,94.8,95.6,94.9,-1.0,2,3,0,3,0.0,2,3,-1.3,0,3
609942,3560,GOETHE,ES Network - Fullerton,Not on Probation,Level 1,78.6%,33,42,69,65.7,63.4,56.2,59.1,64.6,+6.1,3,3,3,3,65.9,69.5,63.2,68,67.7,-1.0,3,3,3,3,87.8,87.5,85.4,85.6,87.7,+1.6,3,3,1,3,15.6,11.9,9.5,10,13.8,+5.1,3,3,2,3,8,9.3,10.3,10.3,12.9,9.8,-1.9,2,3,0,3,95.1,96.1,95.9,95.9,95.6,-0.9,3,3,3,3,+0.7,2,3,+0.6,2,3
610068,4770,HANSON PARK,ES Network - Fullerton,Not on Probation,Level 2,57.1%,24,42,53.6,45.7,47,44.6,38.3,46.4,+2.4,2,3,1,3,52.1,45.8,46.5,42,49,+7.3,3,3,3,3,82.6,72.3,78.3,79.5,77.5,+5.9,2,3,2,3,6.8,5.8,6.8,6.2,6.3,+0.5,1,3,1,3,8,7.7,5.7,6.3,6.1,6.7,+1.7,2,3,1,3,94.8,95.6,95.4,95.1,95.2,-0.6,3,3,0,3,-0.1,1,3,+0.1,2,3
610012,4200,JENNER,ES Network - Fullerton,Probation,Level 3,21.4%,9,42,16.6,13.3,24,19.7,16.8,18.7,-6.9,0,3,0,3,12,26.2,27,13.7,19.1,-10.3,1,3,0,3,45.1,57.1,51.4,38,51.1,-3.7,1,3,0,3,1,2.1,1.1,0.8,1.6,-0.3,1,3,0,3,8,3.1,3.1,2,1.9,3.1,+0.8,1,3,1,3,91.7,92.9,89.1,91.5,92.3,+0.5,1,3,2,3,-0.5,1,3,-1.6,0,3
610033,4420,LASALLE,ES Network - Fullerton,Not on Probation,Level 1,95.2%,40,42,85.3,84.8,83.6,83,84.8,84.2,+1.0,3,3,3,3,82.9,82.8,81.4,82.7,82.9,+0.6,3,3,3,3,94,97.5,91.4,93.5,95.8,-0.1,3,3,3,3,41.2,38,32.6,34.3,39.6,+6.2,3,3,3,3,8,44.1,27,25,35.3,35.6,+15.0,3,3,3,3,96.2,96.5,96.8,96.9,96.4,-0.5,3,3,3,3,+0.2,2,3,+0.9,2,3
610038,4480,LINCOLN,ES Network - Fullerton,Not on Probation,Level 1,90.5%,38,42,91.9,89.7,89.5,88.9,86.9,89.6,+1.3,3,3,3,3,91.9,89.9,90.6,87.4,90.9,+2.6,3,3,3,3,98.8,96.9,98.7,98.7,97.9,+0.7,3,3,3,3,57.2,56.7,51.1,48.8,57,+5.0,3,3,2,3,8,48.9,56.8,40.7,41.8,52.9,+2.5,3,3,1,3,95.7,96.2,96.1,96.2,96,-0.5,3,3,3,3,+0.2,2,3,+1.5,3,3
610040,4500,LLOYD,ES Network - Fullerton,Probation,Level 2,52.4%,22,42,52.4,40.5,43.2,45.8,42.4,41.9,-3.3,1,3,0,3,55.4,49.5,52.7,43.7,52.5,+6.8,3,3,3,3,76.6,72,75.6,67.3,74.3,+5.0,2,3,2,3,4.5,7,4.7,3.6,5.8,-0.6,1,3,0,3,5,4.7,4.8,3.1,3.6,4.8,+0.9,1,3,1,3,95.6,96.4,96.3,95.7,96,-0.5,3,3,3,3,-0.2,1,3,-0.3,1,3
610041,4510,"LOCKE, J",ES Network - Fullerton,Not on Probation,Level 2,69.0%,29,42,55.1,48.8,51.8,54.9,42.2,50.3,-0.8,2,3,0,3,53.2,51.7,51.6,45.3,52.5,+3.7,3,3,2,3,80.4,82.4,74.4,68.9,81.4,+5.2,3,3,2,3,10.4,8.1,7.5,6,9.3,+3.2,2,3,2,3,8,11.5,6.3,8.5,9.5,8.9,+3.4,2,3,2,3,95.4,96.2,95.6,95.8,95.8,-0.5,3,3,3,3,-0.5,1,3,+0.1,2,3
610325,7560,LOGANDALE,ES Network - Fullerton,Probation,Level 3,47.6%,20,42,49.4,41.3,38.7,47.3,42.5,40,-1.5,1,3,0,3,47,40.7,44.9,42.1,43.9,+4.4,2,3,2,3,80.7,72.9,69,79.8,76.8,+6.8,2,3,3,3,4.7,4.1,5.7,3.7,4.4,+0.2,1,3,1,3,8,0.7,8.7,1.7,0.5,4.7,-2.9,1,3,0,3,94.7,95.4,95.9,95.4,95.1,-0.9,3,3,0,3,+0.1,2,3,+0.4,2,3
610541,8330,LORCA,ES Network - Fullerton,Not on Probation,Level 2,59.5%,25,42,48,42.3,41,39.9,,41.7,+1.8,1,3,1,3,46.5,45.4,39,,46,+4.3,3,3,2,3,69.3,66.7,65.8,,68,+3.0,1,3,2,3,5.1,3,2,,4.1,+2.6,1,3,1,3,8,4.8,1.5,1.6,,3.2,+3.2,1,3,2,3,95.6,96.2,96.9,,95.9,-1.0,3,3,3,3,+0.6,2,3,+0.6,2,3
610046,4560,LYON,ES Network - Fullerton,Not on Probation,Level 1,73.8%,31,42,68.5,59.4,62.9,67.4,61.1,61.2,-4.4,3,3,0,3,71.6,64.1,68.4,69.1,67.9,+4.4,3,3,3,3,84.6,88.3,86.6,91.8,86.5,-4.3,3,3,0,3,15.2,13.5,16,15.7,14.4,+0.1,3,3,1,3,8,15.2,12,17.2,15.6,13.6,+0.3,3,3,1,3,95.2,96.1,95.9,96,95.7,-0.8,3,3,3,3,+0.1,2,3,+1.6,3,3
610048,4580,MANIERRE,ES Network - Fullerton,Probation,Level 3,21.4%,9,42,30.5,21.6,24.7,28.6,22.1,23.2,-3.5,0,3,0,3,33.1,25.4,26.4,25.2,29.3,+7.4,1,3,3,3,47.5,42,50,40.4,44.8,+3.4,0,3,2,3,2,0.9,0.9,1.3,1.5,+1.0,0,3,1,3,8,0,1.3,0,3.1,0.7,-1.5,0,3,0,3,90.6,90.1,91.1,92,90.4,-0.5,1,3,0,3,-1.4,0,3,-0.1,1,3
610059,4680,MAYER,ES Network - Fullerton,Not on Probation,Level 1,85.7%,36,42,71.1,65.1,57.9,43.9,44.8,61.5,+16.2,3,3,3,3,72.1,57,45.8,47.8,64.6,+21.9,3,3,3,3,85.4,71.9,65.9,75.3,78.7,+14.4,2,3,3,3,20.3,13.9,6.6,7.6,17.1,+10.9,3,3,3,3,8,8.3,4.9,4.5,13.3,6.6,+0.7,2,3,1,3,95.1,95.2,95.2,94.9,95.2,0.0,3,3,3,3,+0.5,2,3,+0.2,2,3
609968,3770,MCAULIFFE,ES Network - Fullerton,Probation,Level 3,31.0%,13,42,40.8,36.5,44.5,43.4,43.8,40.5,-7.4,1,3,0,3,35.2,43.3,44,48.4,39.3,-10.0,2,3,0,3,78.2,76.2,68.9,74.4,77.2,+5.0,2,3,2,3,3.8,4.1,4.3,5.9,4,-1.0,1,3,0,3,6,4.3,4.2,1.7,10.7,4.3,-1.2,1,3,0,3,94.2,94.4,94,94.3,94.3,0.0,2,3,0,3,-0.8,1,3,-0.2,1,3
610074,4850,MONROE,ES Network - Fullerton,Probation,Level 3,42.9%,18,42,47.4,44.8,43.8,46.5,40.3,44.3,+1.3,2,3,1,3,41.4,39.5,41.6,39.3,40.5,+1.3,2,3,1,3,72.7,73.4,77.2,64.4,73.1,+1.0,2,3,1,3,5.5,4.8,4.9,4.1,5.2,+0.9,1,3,1,3,8,4.4,2.7,1.7,6.1,3.6,+0.9,1,3,1,3,94.9,95.8,95.2,95.5,95.4,-0.6,3,3,0,3,-0.5,1,3,-0.7,1,3
610088,5000,MOZART,ES Network - Fullerton,Probation,Level 3,38.5%,15,39,48.9,44.8,46.5,47.7,44.5,45.7,-1.4,2,3,0,3,44.2,43.5,42,41.4,43.9,+1.9,2,3,1,3,70.6,75,84.1,68.2,72.8,-5.2,2,3,0,3,5.9,5.9,4.8,3.8,5.9,+1.1,1,3,1,3,7,5.2,,,,5.2,,1,3,,0,94.9,95.7,95.3,95.4,95.3,-0.6,3,3,0,3,-0.1,1,3,-0.8,1,3
610095,5080,NEWBERRY,ES Network - Fullerton,Not on Probation,Level 1,81.0%,34,42,72.4,68.2,68.6,71.2,69.5,68.4,-1.6,3,3,0,3,70.8,72,71.2,71.1,71.4,-0.6,3,3,3,3,90.3,82.6,87,85.4,86.5,+5.3,3,3,3,3,25.2,24.3,24,17.5,24.8,+3.3,3,3,2,3,8,31.5,21.2,18.5,18.2,26.4,+12.2,3,3,3,3,94.7,95.3,95.3,95.3,95,-0.6,3,3,0,3,+0.7,2,3,+1.1,3,3
610097,5100,NIXON,ES Network - Fullerton,Probation,Level 3,45.2%,19,42,38.7,33.4,40.2,42.1,36.1,36.8,-6.1,1,3,0,3,36.1,37.7,39.1,38.1,36.9,-2.2,2,3,0,3,75.3,77.1,71.3,67.8,76.2,+3.2,2,3,2,3,3.4,2.7,3.2,3.6,3.1,+0.2,1,3,1,3,6,3.4,1.9,4.6,5.2,2.7,-0.5,1,3,0,3,95,95.9,95.6,95.5,95.5,-0.7,3,3,3,3,-0.3,1,3,+0.1,2,3
610051,4600,NORTHWEST,ES Network - Fullerton,Probation,Level 3,38.1%,16,42,45.2,38.3,39.6,34.8,31.1,39,+3.1,1,3,2,3,44.6,41.2,38.6,34.2,42.9,+6.6,2,3,3,3,65.7,61.2,69.3,68.5,63.5,-0.6,1,3,0,3,5,4,4.4,2.7,4.5,+1.3,1,3,1,3,8,4.4,4.8,2.5,2.7,4.6,+1.1,1,3,1,3,92.8,94.4,93.6,94.3,93.6,-1.3,2,3,0,3,-1.4,0,3,-0.1,1,3
610136,5500,PRESCOTT,ES Network - Fullerton,Not on Probation,Level 1,81.0%,34,42,67.7,60.2,53.2,49.4,43.8,56.7,+11.4,2,3,3,3,71.6,55.7,41,43.8,63.7,+24.8,3,3,3,3,80,74.1,74.1,60.9,77.1,+10.3,2,3,3,3,18.4,6.5,5.2,4.5,12.5,+13.0,3,3,3,3,8,7.1,10.7,0,1.9,8.9,+2.9,2,3,1,3,94.9,95.9,93.5,94.6,95.4,+0.2,3,3,1,3,+0.8,2,3,+1.6,3,3
610533,8023,PRIETO,ES Network - Fullerton,Probation,Level 3,42.9%,18,42,50.6,42,44.9,41.3,39.7,43.5,0.0,2,3,0,3,54.4,51.1,45.9,41.6,52.8,+8.2,3,3,3,3,65.6,71.8,70.1,59.9,68.7,-1.7,1,3,0,3,5.3,4.6,4,3.5,5,+1.3,1,3,1,3,8,3.7,6.5,5.7,0,5.1,-0.4,1,3,0,3,93.9,94.7,94.7,95.6,94.3,-1.1,2,3,0,3,0.0,2,3,+0.7,2,3
610138,5520,PULASKI,ES Network - Fullerton,Not on Probation,Level 1,100.0%,42,42,70.4,71.5,68.2,63.6,51.8,69.9,+10.3,3,3,3,3,63.5,59.8,59.6,52.2,61.7,+6.3,3,3,3,3,88.3,84.8,76.7,73.2,86.6,+10.1,3,3,3,3,18,11.2,7.5,7.7,14.6,+9.2,3,3,3,3,8,22.6,11.8,10.8,10.2,17.2,+11.7,3,3,3,3,95.6,96.4,96.2,96.2,96,-0.7,3,3,3,3,+1.1,3,3,+1.4,3,3
610144,5590,REILLY,ES Network - Fullerton,Not on Probation,Level 2,59.5%,25,42,51.7,45.2,49.8,44.3,36.1,47.5,+1.8,2,3,1,3,49.5,49.8,49.5,40.6,49.7,+2.9,3,3,1,3,74.6,70.6,63.2,65.1,72.6,+8.3,2,3,3,3,5.8,6.6,5.1,3.9,6.2,+0.6,1,3,1,3,8,5.3,10.4,6.9,6.1,7.9,-2.5,2,3,0,3,96.6,96.9,97,97.2,96.8,-0.4,3,3,3,3,-0.1,1,3,0.0,2,3
