SQRP SY2019 Individual Indicator Scores (Based on 2017-2018 Data),,,,,,NWEA MAP Growth Indicators - All Students,,,,,,,,,,,,NWEA MAP Growth Indicators - Priority Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWEA MAP Attainment Indicators,,,,,,,,,,,,,,,,Other Indicators,,,,,,,,,
School ID,School Name,Network ,SQRP Total Points Earned,SY 2018-2019 SQRP Rating,SY 2018-2019 Accountability Status,National School Growth Percentile - Reading,,,,National School Growth Percentile - Math,,,,Percent of Students Meeting/Exceeding National Average Growth Norms,,,,African-American Growth Percentile - Reading,,,,Hispanic Growth Percentile - Reading,,,,English Learner Growth Percentile - Reading,,,,Diverse Learner Growth Percentile - Reading,,,,African-American Growth Percentile - Math,,,,Hispanic Growth Percentile - Math,,,,English Learner Growth Percentile - Math,,,,Diverse Learner Growth Percentile - Math,,,,National School Attainment %ile - Reading (Grades 3-8),,,,National School Attainment %ile - Math (Grades 3-8),,,,National School Attainment %ile - Reading (Grade 2),,,,National School Attainment %ile - Math (Grade 2),,,,Average Daily Attendance Rate (Grades K-8),,,"My Voice, My School 5 Essentials Survey",,,Data Quality Index Score,,,
,,,,,,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,
609966,HAMMOND,Network 7,3.3,Level 2+,Good Standing,50,100,3,18.75,52,100,3,18.75,54.1,100,3,10,,,,,54,100,4,1.25,,,,,,,,,,,,,50,100,4,1.25,,,,,,,,,48,100,3,5,25,100,2,5,53,100,3,2.5,42,100,3,2.5,95.5,4,20,Moderately Organized,3,10,100,5,5,
609967,FINKL,Network 7,3.4,Level 2+,Good Standing,48,100,3,18.75,65,100,3,18.75,59.6,100,3,10,,,,,46,100,3,1.25,,,,,,,,,,,,,65,100,4,1.25,,,,,,,,,54,100,3,5,50,100,3,5,80,100,4,2.5,87,100,4,2.5,94.4,3,20,Well Organized,5,10,99.9,5,5,
609968,MCAULIFFE,Network 4,3.4,Level 2+,Good Standing,75,100,4,18.75,25,100,2,18.75,52.6,100,3,10,,,,,70,100,5,1.25,,,,,,,,,,,,,25,100,2,1.25,,,,,,,,,47,100,3,5,26,100,2,5,67,100,3,2.5,51,100,3,2.5,95.1,4,20,Organized,4,10,99,5,5,
609969,HARTE,Network 9,3.6,Level 1,Good Standing,66,100,3,18.75,69,100,3,18.75,57.3,100,3,10,66,100,4,1.25,,,,,,,,,,,,,69,100,4,1.25,,,,,,,,,,,,,67,100,3,5,57,100,3,5,54,100,3,2.5,61,100,3,2.5,96.6,5,20,Organized,4,10,99.8,5,5,
609971,HARVARD,AUSL,3.6,Level 1,Good Standing,62,99,3,17.5,73,99,4,17.5,55.4,99,3,10,62,99,4,1.25,,,,,,,,,18,99,2,1.25,72,99,5,1.25,,,,,,,,,30,99,3,1.25,25,99,2,5,25,99,2,5,2,95,1,2.5,4,95,1,2.5,97.1,5,20,Organized,4,10,99.3,5,5,
609972,HAUGAN,Network 1,3.6,Level 1,Good Standing,79,100,4,17.5,52,100,3,17.5,56.6,100,3,10,,,,,79,100,5,1.25,48,100,3,1.25,,,,,,,,,43,100,3,1.25,45,100,3,1.25,,,,,55,100,3,5,46,100,3,5,54,100,3,2.5,33,100,2,2.5,95.8,4,20,Organized,4,10,100,5,5,
609973,ZAPATA,ISP,3.9,Level 1,Good Standing,70,100,4,16.25,66,100,3,16.25,61.6,100,4,10,,,,,70,100,5,1.25,66,100,4,1.25,99,100,5,1.25,,,,,68,100,4,1.25,83,100,5,1.25,34,100,3,1.25,61,100,3,5,80,100,4,5,64,100,3,2.5,47,100,3,2.5,95.9,4,20,Well Organized,5,10,99.5,5,5,
609974,HAWTHORNE,Network 4,4.7,Level 1+,Good Standing,71,100,4,16.25,94,100,5,16.25,72.2,100,5,10,48,100,3,1.25,68,100,4,1.25,,,,,70,100,5,1.25,68,100,4,1.25,88,100,5,1.25,,,,,30,100,3,1.25,99,100,5,5,99,100,5,5,90,100,5,2.5,90,100,5,2.5,96.5,5,20,Organized,4,10,100,5,5,
609975,HAY,Network 3,2.6,Level 2,Provisional Support,38,100,2,17.5,13,100,2,17.5,44.2,100,2,10,30,100,3,1.25,,,,,,,,,10,100,2,1.25,13,100,2,1.25,,,,,,,,,1,100,1,1.25,27,100,2,5,19,100,2,5,17,100,2,2.5,12,100,2,2.5,94.6,3,20,Organized,4,10,99.8,5,5,
609976,HAYT,Network 2,4,Level 1+,Good Standing,78,100,4,15,84,100,4,15,64.6,100,4,10,54,100,4,1.25,78,100,5,1.25,92,100,5,1.25,76,100,5,1.25,82,100,5,1.25,84,100,5,1.25,97,100,5,1.25,61,100,4,1.25,79,100,4,5,76,100,4,5,80,99,4,2.5,54,99,3,2.5,95.5,4,20,Moderately Organized,3,10,99.8,5,5,
609977,WOODLAWN,Network 9,4.3,Level 1+,Good Standing,99,100,5,18.75,72,100,4,18.75,73.5,100,5,10,99,100,5,1.25,,,,,,,,,,,,,70,100,5,1.25,,,,,,,,,,,,,74,100,4,5,37,100,2,5,33,97,2,2.5,14,97,2,2.5,95.3,4,20,Well Organized,5,10,99.8,5,5,
609978,SMITH,Network 13,3.8,Level 1,Good Standing,62,100,3,17.5,89,100,4,17.5,56.4,100,3,10,62,100,4,1.25,,,,,,,,,52,100,4,1.25,89,100,5,1.25,,,,,,,,,99,100,5,1.25,42,100,3,5,50,100,3,5,35,100,2,2.5,47,98,3,2.5,96.5,5,20,Organized,4,10,100,5,5,
609979,HEALY,Network 6,4.1,Level 1+,Good Standing,60,99,3,16.25,75,100,4,16.25,65.1,100,4,10,,,,,34,100,3,1.25,87,99,5,1.25,24,99,2,1.25,,,,,37,100,3,1.25,83,100,5,1.25,16,100,2,1.25,94,99,5,5,99,100,5,5,92,92,3,2.5,97,100,5,2.5,97.3,5,20,Organized,4,10,99.9,5,5,
609981,HEARST,Network 10,2.4,Level 2,Provisional Support,21,100,2,17.5,16,100,2,17.5,41.7,100,2,10,7,100,1,1.25,48,100,3,1.25,,,,,,,,,7,100,1,1.25,28,100,2,1.25,,,,,,,,,26,100,2,5,29,100,2,5,2,97,1,2.5,2,97,1,2.5,95.3,4,20,Not Yet Organized,1,10,99.8,5,5,
609983,HEDGES,Network 8,2.5,Level 2,Provisional Support,50,100,3,17.5,15,100,2,17.5,46.4,100,2,10,,,,,50,100,4,1.25,71,100,5,1.25,,,,,,,,,14,100,2,1.25,31,100,3,1.25,,,,,42,100,3,5,29,100,2,5,3,97,1,2.5,1,100,1,2.5,94.7,3,20,Not Yet Organized,1,10,99.5,5,5,
609985,HEFFERAN,ISP,4.7,Level 1+,Good Standing,95,96,5,18.75,96,96,5,18.75,68.6,96,4,10,95,97,5,1.25,,,,,,,,,,,,,96,96,5,1.25,,,,,,,,,,,,,96,96,5,5,89,96,4,5,95,98,5,2.5,93,95,5,2.5,95.6,4,20,Well Organized,5,10,99.7,5,5,
609986,HENDERSON,Network 11,2.8,Level 2,Intensive Support,48,100,3,18.75,24,100,2,18.75,50.5,100,3,10,38,100,3,1.25,,,,,,,,,,,,,22,100,2,1.25,,,,,,,,,,,,,19,100,2,5,13,100,2,5,5,100,1,2.5,1,59,1,2.5,94.7,3,20,Organized,4,10,99.7,5,5,
609987,HENDRICKS,Network 9,3.4,Level 2+,Good Standing,52,99,3,17.5,77,99,4,17.5,58,99,3,10,54,99,4,1.25,,,,,,,,,46,99,3,1.25,82,99,5,1.25,,,,,,,,,39,99,3,1.25,31,99,2,5,34,99,2,5,5,95,1,2.5,2,95,1,2.5,95.3,4,20,Organized,4,10,99.5,5,5,
609988,HENRY,Network 1,3,Level 2+,Good Standing,42,100,3,17.5,37,100,2,17.5,48.8,100,2,10,,,,,48,100,3,1.25,42,100,3,1.25,,,,,,,,,34,100,3,1.25,17,100,2,1.25,,,,,57,100,3,5,64,100,3,5,30,100,2,2.5,38,100,2,2.5,94.9,3,20,Well Organized,5,10,99.8,5,5,
609990,SOUTH LOOP,ISP,3.6,Level 1,Good Standing,54,100,3,17.5,25,100,2,17.5,54.4,100,3,10,54,100,4,1.25,68,100,4,1.25,,,,,,,,,10,100,2,1.25,34,100,3,1.25,,,,,,,,,96,100,5,5,85,100,4,5,96,100,5,2.5,88,100,4,2.5,96.9,5,20,Organized,4,10,98,4,5,
609991,HERZL,AUSL,2.7,Level 2,Provisional Support,19,100,2,17.5,9,98,1,17.5,38,99,1,10,19,100,2,1.25,,,,,,,,,18,100,2,1.25,9,98,1,1.25,,,,,,,,,1,98,1,1.25,7,100,1,5,14,98,2,5,4,97,1,2.5,7,99,1,2.5,96.9,5,20,Well Organized,5,10,100,5,5,
609993,LARA,Network 8,4,Level 1+,Good Standing,60,100,3,17.5,84,100,4,17.5,60.7,100,4,10,,,,,60,100,4,1.25,46,100,3,1.25,,,,,,,,,83,100,5,1.25,68,100,4,1.25,,,,,58,100,3,5,62,100,3,5,37,97,2,2.5,20,97,2,2.5,96.4,5,20,Well Organized,5,10,99.5,5,5,
609994,HIBBARD,Network 1,3.9,Level 1,Good Standing,68,100,3,16.25,72,100,4,16.25,59.4,100,3,10,,,,,58,100,4,1.25,64,100,4,1.25,71,100,5,1.25,,,,,61,100,4,1.25,53,100,4,1.25,12,100,2,1.25,51,100,3,5,63,100,3,5,45,99,3,2.5,46,100,3,2.5,96.5,5,20,Well Organized,5,10,99.9,5,5,
609995,HITCH,Network 1,4,Level 1+,Good Standing,66,100,3,16.25,70,100,4,16.25,62.8,100,4,10,,,,,66,100,4,1.25,83,100,5,1.25,71,100,5,1.25,,,,,57,100,4,1.25,85,100,5,1.25,30,100,3,1.25,86,100,4,5,83,100,4,5,76,100,4,2.5,61,100,3,2.5,95.9,4,20,Well Organized,5,10,99.6,5,5,
609996,HOLDEN,ISP,4.2,Level 1+,Good Standing,83,100,4,16.25,95,100,5,16.25,70.4,100,5,10,88,100,5,1.25,76,100,5,1.25,,,,,86,100,5,1.25,93,100,5,1.25,95,100,5,1.25,,,,,99,100,5,1.25,74,100,4,5,95,100,5,5,39,100,2,2.5,22,100,2,2.5,95.8,4,20,Moderately Organized,3,10,99.8,5,5,
609997,HOLMES,Network 11,3.1,Level 2+,Provisional Support,71,99,4,18.75,16,100,2,18.75,48.6,100,2,10,71,99,5,1.25,,,,,,,,,,,,,15,100,2,1.25,,,,,,,,,,,,,19,99,2,5,7,100,1,5,38,95,2,2.5,52,95,3,2.5,95.2,4,20,Organized,4,10,99.2,5,5,
610000,HOWE,AUSL,2.7,Level 2,Provisional Support,34,100,2,17.5,18,100,2,17.5,47.5,100,2,10,34,100,3,1.25,,,,,,,,,5,100,1,1.25,18,100,2,1.25,,,,,,,,,4,100,1,1.25,16,100,2,5,22,100,2,5,3,100,1,2.5,2,99,1,2.5,96.3,5,20,Partially Organized,2,10,99.8,5,5,
610002,HOYNE,Network 12,3.3,Level 2+,Good Standing,66,100,3,18.75,65,100,3,18.75,59,100,3,10,66,100,4,1.25,,,,,,,,,,,,,66,100,4,1.25,,,,,,,,,,,,,71,100,4,5,63,100,3,5,60,95,3,2.5,41,95,3,2.5,94.2,3,20,Organized,4,10,99.1,5,5,
610003,CUFFE,Network 11,3.5,Level 1,Good Standing,48,100,3,17.5,60,100,3,17.5,50.5,100,3,10,48,100,3,1.25,,,,,,,,,99,100,5,1.25,61,100,4,1.25,,,,,,,,,97,100,5,1.25,61,100,3,5,31,100,2,5,12,100,2,2.5,13,100,2,2.5,95,4,20,Well Organized,5,10,100,5,5,
610004,CULLEN,Network 13,3.4,Level 2+,Good Standing,78,100,4,18.75,19,100,2,18.75,52.8,100,3,10,76,100,5,1.25,,,,,,,,,,,,,22,100,2,1.25,,,,,,,,,,,,,84,100,4,5,61,100,3,5,22,95,2,2.5,15,95,2,2.5,95.7,4,20,Organized,4,10,100,5,5,
610005,HUGHES C,Network 5,3.6,Level 1,Good Standing,66,100,3,18.75,83,100,4,18.75,61,100,4,10,58,100,4,1.25,,,,,,,,,,,,,80,100,5,1.25,,,,,,,,,,,,,42,100,3,5,45,100,3,5,2,100,1,2.5,3,100,1,2.5,95.6,4,20,Organized,4,10,99.8,5,5,
610006,HURLEY,Network 10,3.7,Level 1,Good Standing,64,100,3,17.5,63,100,3,17.5,57.6,100,3,10,,,,,64,100,4,1.25,81,100,5,1.25,,,,,,,,,63,100,4,1.25,58,100,4,1.25,,,,,52,100,3,5,55,100,3,5,41,100,3,2.5,54,100,3,2.5,96.4,5,20,Organized,4,10,99.6,5,5,
610009,GALILEO,Network 6,3.9,Level 1,Good Standing,42,100,3,16.25,72,100,4,16.25,58.1,100,3,10,50,100,4,1.25,40,100,3,1.25,,,,,27,100,2,1.25,55,100,4,1.25,72,100,5,1.25,,,,,22,100,2,1.25,87,100,4,5,93,100,5,5,78,100,4,2.5,78,100,4,2.5,96.3,5,20,Moderately Organized,3,10,99.8,5,5,
610010,JAHN,Network 4,3.1,Level 2+,Good Standing,48,100,3,17.5,50,100,3,17.5,53,100,3,10,5,100,1,1.25,64,100,4,1.25,,,,,,,,,22,100,2,1.25,45,100,3,1.25,,,,,,,,,50,100,3,5,35,100,2,5,39,100,2,2.5,8,100,1,2.5,95.1,4,20,Partially Organized,2,10,99.6,5,5,
610011,JAMIESON,Network 2,4.3,Level 1+,Good Standing,56,100,3,16.25,85,100,4,16.25,61.2,100,4,10,,,,,46,100,3,1.25,56,100,4,1.25,97,100,5,1.25,,,,,85,100,5,1.25,86,100,5,1.25,99,100,5,1.25,88,100,4,5,91,100,5,5,85,100,4,2.5,86,100,4,2.5,96,5,20,Well Organized,5,10,99.9,5,5,
610012,JENNER,Network 6,2.5,Level 2,Intensive Support,38,98,2,18.75,35,96,2,18.75,47.2,97,2,10,34,98,3,1.25,,,,,,,,,,,,,35,96,3,1.25,,,,,,,,,,,,,16,98,2,5,8,96,1,5,10,100,2,2.5,2,100,1,2.5,95.1,4,20,Partially Organized,2,10,99.6,5,5,
610013,PILSEN,Network 7,4.1,Level 1+,Good Standing,70,100,4,18.75,88,100,4,18.75,60.4,100,4,10,,,,,75,100,5,1.25,,,,,,,,,,,,,88,100,5,1.25,,,,,,,,,46,100,3,5,56,100,3,5,3,100,1,2.5,16,100,2,2.5,96.4,5,20,Organized,4,10,99.8,5,5,
610015,JUNGMAN,ISP,3.6,Level 1,Good Standing,87,97,4,18.75,68,97,3,18.75,61.9,97,4,10,,,,,82,99,5,1.25,,,,,,,,,,,,,65,99,4,1.25,,,,,,,,,71,97,4,5,51,97,3,5,3,95,1,2.5,2,95,1,2.5,94.5,3,20,Well Organized,5,10,99.7,5,5,
610016,KELLOGG,Network 10,4.3,Level 1+,Good Standing,70,100,4,17.5,81,100,4,17.5,63.7,100,4,10,62,100,4,1.25,,,,,,,,,60,100,4,1.25,82,100,5,1.25,,,,,,,,,40,100,3,1.25,81,100,4,5,66,100,3,5,74,100,4,2.5,72,100,4,2.5,97.1,5,20,Well Organized,5,10,100,5,5,
610017,SAUCEDO,Network 7,3.8,Level 1,Good Standing,70,100,4,16.25,75,100,4,16.25,61.6,100,4,10,,,,,70,100,5,1.25,93,100,5,1.25,95,100,5,1.25,,,,,73,100,5,1.25,58,100,4,1.25,32,100,3,1.25,60,100,3,5,50,100,3,5,30,100,2,2.5,33,100,2,2.5,95.6,4,20,Moderately Organized,3,10,99.8,5,5,
610019,KERSHAW,Network 11,3.9,Level 1,Good Standing,76,100,4,18.75,43,100,3,18.75,52.2,100,3,10,75,100,5,1.25,,,,,,,,,,,,,42,100,3,1.25,,,,,,,,,,,,,65,100,3,5,41,100,3,5,58,100,3,2.5,51,100,3,2.5,96.7,5,20,Well Organized,5,10,100,5,5,
610021,CASALS,AUSL,4.2,Level 1+,Good Standing,66,100,3,17.5,88,100,4,17.5,65.6,100,4,10,66,100,4,1.25,66,100,4,1.25,,,,,,,,,88,100,5,1.25,88,100,5,1.25,,,,,,,,,76,100,4,5,85,100,4,5,48,100,3,2.5,43,100,3,2.5,96.1,5,20,Well Organized,5,10,99.3,5,5,
610022,KILMER,Network 2,3.7,Level 1,Good Standing,68,100,3,15,57,100,3,15,55.6,100,3,10,76,100,5,1.25,62,100,4,1.25,76,100,5,1.25,87,100,5,1.25,60,100,4,1.25,53,100,4,1.25,89,100,5,1.25,63,100,4,1.25,67,100,3,5,52,100,3,5,66,95,3,2.5,51,95,3,2.5,95.8,4,20,Well Organized,5,10,99.9,5,5,
610024,CARDENAS,ISP,4.3,Level 1+,Good Standing,84,100,4,11.25,63,100,3,11.25,58.5,100,3,10,,,,,87,100,5,1.25,,,,,,,,,,,,,68,100,4,1.25,,,,,,,,,69,100,3,2.5,86,100,4,2.5,70,100,4,5,91,100,5,5,96.5,5,35,Well Organized,5,10,99.9,5,5,
610026,KINZIE,ISP,4,Level 1+,Good Standing,62,100,3,16.25,78,100,4,16.25,61.4,100,4,10,,,,,68,100,4,1.25,95,100,5,1.25,38,100,3,1.25,,,,,78,100,5,1.25,93,100,5,1.25,48,100,3,1.25,81,100,4,5,80,100,4,5,71,100,4,2.5,58,100,3,2.5,95.9,4,20,Well Organized,5,10,100,5,5,
610027,KIPLING,ISP,3,Level 2+,Good Standing,32,100,2,17.5,53,100,3,17.5,51.8,100,3,10,30,100,3,1.25,,,,,,,,,1,100,1,1.25,57,100,4,1.25,,,,,,,,,30,100,3,1.25,41,100,3,5,34,100,2,5,44,100,3,2.5,26,100,2,2.5,95.6,4,20,Moderately Organized,3,10,99.8,5,5,
610029,LOZANO,Network 6,3.2,Level 2+,Good Standing,62,100,3,18.75,24,100,2,18.75,51.8,100,3,10,,,,,60,100,4,1.25,,,,,,,,,,,,,22,100,2,1.25,,,,,,,,,59,100,3,7.5,57,100,3,7.5,,,,,,,,,95.3,4,20,Organized,4,10,99.8,5,5,
610030,KOZMINSKI,Network 9,2.8,Level 2,Provisional Support,50,97,3,18.75,39,99,2,18.75,47.1,98,2,10,50,97,4,1.25,,,,,,,,,,,,,37,99,3,1.25,,,,,,,,,,,,,45,97,3,5,30,99,2,5,1,100,1,2.5,10,100,2,2.5,94.3,3,20,Organized,4,10,99.7,5,5,
610032,GREEN,Network 11,3.8,Level 1,Good Standing,64,99,3,18.75,84,98,4,18.75,59.9,99,3,10,64,99,4,1.25,,,,,,,,,,,,,85,98,5,1.25,,,,,,,,,,,,,61,99,3,5,52,98,3,5,44,95,3,2.5,29,95,2,2.5,96.3,5,20,Organized,4,10,99.7,5,5,
610033,LASALLE,Network 4,3.7,Level 1,Good Standing,56,100,3,16.25,43,100,3,16.25,55.8,100,3,10,62,100,4,1.25,68,100,4,1.25,,,,,73,100,5,1.25,14,100,2,1.25,34,100,3,1.25,,,,,37,100,3,1.25,90,100,5,5,84,100,4,5,84,100,4,2.5,94,100,5,2.5,95.3,4,20,Organized,4,10,99.9,5,5,
610034,LAWNDALE,Network 5,2.7,Level 2,Intensive Support,68,99,3,18.75,42,99,3,18.75,49.6,99,2,10,68,100,4,1.25,,,,,,,,,,,,,42,100,3,1.25,,,,,,,,,,,,,9,99,1,5,4,99,1,5,14,100,2,2.5,4,100,1,2.5,94.5,3,20,Moderately Organized,3,10,100,5,5,
610036,LEWIS,AUSL,3.6,Level 1,Good Standing,66,100,3,17.5,63,100,3,17.5,58.1,100,3,10,71,100,5,1.25,40,100,3,1.25,,,,,,,,,55,100,4,1.25,80,100,5,1.25,,,,,,,,,26,100,2,5,20,100,2,5,33,100,2,2.5,25,100,2,2.5,96.6,5,20,Well Organized,5,10,100,5,5,
610037,LIBBY,Network 11,3.3,Level 2+,Good Standing,70,100,4,16.25,45,100,3,16.25,54.2,100,3,10,62,100,4,1.25,81,100,5,1.25,,,,,58,100,4,1.25,30,100,3,1.25,93,100,5,1.25,,,,,11,100,2,1.25,22,100,2,5,25,100,2,5,18,100,2,2.5,15,100,2,2.5,95.4,4,20,Partially Organized,2,10,99.9,5,5,
610038,LINCOLN,ISP,4.3,Level 1+,Good Standing,64,100,3,17.5,82,100,4,17.5,69.1,100,4,10,48,100,3,1.25,66,100,4,1.25,,,,,,,,,48,100,3,1.25,91,100,5,1.25,,,,,,,,,99,100,5,5,99,100,5,5,98,100,5,2.5,85,100,4,2.5,96.3,5,20,Well Organized,5,10,100,5,5,
610039,VON LINNE,ISP,4.1,Level 1+,Good Standing,52,100,3,16.25,65,100,3,16.25,60.4,100,4,10,,,,,46,100,3,1.25,40,100,3,1.25,25,100,2,1.25,,,,,61,100,4,1.25,39,100,3,1.25,25,100,2,1.25,91,100,5,5,94,100,5,5,81,100,4,2.5,97,100,5,2.5,96.4,5,20,Well Organized,5,10,100,5,5,
610040,LLOYD,ISP,3.1,Level 2+,Good Standing,79,100,4,17.5,37,100,2,17.5,55.5,100,3,10,,,,,81,100,5,1.25,86,100,5,1.25,,,,,,,,,37,100,3,1.25,55,100,4,1.25,,,,,52,100,3,5,46,100,3,5,20,100,2,2.5,25,100,2,2.5,94.8,3,20,Moderately Organized,3,10,100,5,5,
610041,LOCKE J,Network 3,4.1,Level 1+,Good Standing,87,100,4,16.25,82,100,4,16.25,67.5,100,4,10,,,,,87,100,5,1.25,76,100,5,1.25,98,100,5,1.25,,,,,82,100,5,1.25,84,100,5,1.25,70,100,5,1.25,73,100,4,5,59,100,3,5,44,100,3,2.5,38,100,2,2.5,95.2,4,20,Well Organized,5,10,99.2,5,5,
610043,LOVETT,Network 3,3.5,Level 1,Good Standing,38,100,2,17.5,43,100,3,17.5,54.1,100,3,10,38,100,3,1.25,,,,,,,,,36,100,3,1.25,48,100,3,1.25,,,,,,,,,5,100,1,1.25,49,100,3,5,44,100,3,5,49,100,3,2.5,63,100,3,2.5,96.2,5,20,Well Organized,5,10,99.8,5,5,
610044,LOWELL,Network 5,3.4,Level 2+,Good Standing,71,97,4,17.5,28,98,2,17.5,49.1,97,2,10,52,97,4,1.25,82,98,5,1.25,,,,,,,,,8,98,1,1.25,39,99,3,1.25,,,,,,,,,46,97,3,5,28,98,2,5,48,95,3,2.5,59,95,3,2.5,95.6,4,20,Well Organized,5,10,99.7,5,5,
610046,LYON,Network 3,4.2,Level 1+,Good Standing,66,100,3,16.25,75,100,4,16.25,62.1,100,4,10,,,,,64,100,4,1.25,82,100,5,1.25,6,100,1,1.25,,,,,73,100,5,1.25,84,100,5,1.25,12,100,2,1.25,90,100,5,5,90,100,5,5,88,100,4,2.5,89,100,4,2.5,96.2,5,20,Organized,4,10,99.7,5,5,
610047,MADISON,Network 12,2.4,Level 2,Intensive Support,24,99,2,18.75,16,99,2,18.75,39,99,1,10,19,99,2,1.25,,,,,,,,,,,,,14,99,2,1.25,,,,,,,,,,,,,21,99,2,5,5,99,1,5,53,100,3,2.5,42,100,3,2.5,93.3,2,20,Well Organized,5,10,99.8,5,5,
610048,MANIERRE,Network 4,1.8,Level 3,Intensive Support,1,99,1,17.5,1,100,1,17.5,34.4,100,1,10,1,99,1,1.25,,,,,,,,,1,99,1,1.25,1,100,1,1.25,,,,,,,,,1,100,1,1.25,9,99,1,5,15,100,2,5,67,100,3,2.5,93,100,5,2.5,93.9,2,20,Moderately Organized,3,10,99.3,5,5,
610051,NORTHWEST,Network 3,2.6,Level 2,Provisional Support,38,100,2,16.25,20,100,2,16.25,45,100,2,10,,,,,36,100,3,1.25,50,100,4,1.25,4,100,1,1.25,,,,,22,100,2,1.25,7,100,1,1.25,1,100,1,1.25,41,100,3,7.5,33,100,2,7.5,,,,,,,,,94.7,3,20,Organized,4,10,99.7,5,5,
610052,MANN,Network 12,4.4,Level 1+,Good Standing,94,100,5,18.75,98,100,5,18.75,71.8,100,5,10,94,100,5,1.25,,,,,,,,,,,,,97,100,5,1.25,,,,,,,,,,,,,44,100,3,5,36,100,2,5,8,100,1,2.5,5,100,1,2.5,95.4,4,20,Well Organized,5,10,99.2,5,5,
610053,MARQUETTE,AUSL,4.1,Level 1+,Good Standing,70,100,4,15,89,100,4,15,61.2,100,4,10,66,100,4,1.25,71,100,5,1.25,86,100,5,1.25,68,100,4,1.25,73,100,5,1.25,95,100,5,1.25,93,100,5,1.25,84,100,5,1.25,45,100,3,5,56,100,3,5,22,99,2,2.5,8,99,1,2.5,96.6,5,20,Organized,4,10,99.7,5,5,
610054,MARSH,Network 13,3.9,Level 1,Good Standing,76,100,4,16.25,82,100,4,16.25,62.9,100,4,10,,,,,78,100,5,1.25,89,100,5,1.25,82,100,5,1.25,,,,,83,100,5,1.25,66,100,4,1.25,22,100,2,1.25,66,100,3,5,62,100,3,5,65,95,3,2.5,57,96,3,2.5,95.6,4,20,Organized,4,10,98.4,4,5,
610055,FARADAY,Network 5,4.5,Level 1+,Good Standing,99,100,5,18.75,99,100,5,18.75,65.4,100,4,10,99,100,5,1.25,,,,,,,,,,,,,99,100,5,1.25,,,,,,,,,,,,,51,100,3,5,40,100,3,5,49,100,3,2.5,90,100,5,2.5,95.4,4,20,Well Organized,5,10,100,5,5,
610056,MASON,Network 5,3.6,Level 1,Good Standing,52,98,3,17.5,55,97,3,17.5,54.8,97,3,10,56,98,4,1.25,,,,,,,,,6,98,1,1.25,55,97,4,1.25,,,,,,,,,72,97,5,1.25,69,98,3,5,43,97,3,5,63,95,3,2.5,80,95,4,2.5,95.4,4,20,Well Organized,5,10,99.9,5,5,
610057,FAIRFIELD,Network 10,3.3,Level 2+,Provisional Support,71,100,4,16.25,43,100,3,16.25,57,100,3,10,81,100,5,1.25,64,100,4,1.25,36,100,3,1.25,,,,,35,100,3,1.25,48,100,3,1.25,47,100,3,1.25,,,,,41,100,3,5,23,100,2,5,24,100,2,2.5,10,100,2,2.5,95.5,4,20,Partially Organized,2,10,99.7,5,5,
610059,MAYER,Network 4,3.7,Level 1+,Good Standing,58,100,3,16.25,47,100,3,16.25,57.8,100,3,10,29,100,2,1.25,46,100,3,1.25,,,,,60,100,4,1.25,15,100,2,1.25,28,100,2,1.25,,,,,1,100,1,1.25,96,100,5,5,93,100,5,5,96,100,5,2.5,88,100,4,2.5,95.4,4,20,Well Organized,5,10,99.7,5,5,
610060,JACKSON A,Network 6,3.6,Level 1+,Good Standing,54,100,3,17.5,61,100,3,17.5,61.7,100,4,10,50,100,4,1.25,48,100,3,1.25,,,,,,,,,52,100,4,1.25,50,100,4,1.25,,,,,,,,,95,100,5,5,90,100,5,5,54,100,3,2.5,46,100,3,2.5,97.6,5,20,Not Yet Organized,1,10,99.9,5,5,
610062,MCCLELLAN,ISP,4.2,Level 1+,Good Standing,99,100,5,16.25,80,100,4,16.25,68.5,100,4,10,99,100,5,1.25,97,100,5,1.25,,,,,99,100,5,1.25,91,100,5,1.25,48,100,3,1.25,,,,,97,100,5,1.25,85,100,4,5,78,100,4,5,44,100,3,2.5,59,100,3,2.5,95.5,4,20,Organized,4,10,99.5,5,5,
610063,MCCORMICK,Network 7,3.6,Level 1,Good Standing,76,100,4,17.5,61,100,3,17.5,56.1,100,3,10,,,,,79,100,5,1.25,83,100,5,1.25,,,,,,,,,60,100,4,1.25,60,100,4,1.25,,,,,29,100,2,5,32,100,2,5,8,100,1,2.5,12,100,2,2.5,95.8,4,20,Well Organized,5,10,100,5,5,
