SQRP SY2019 Individual Indicator Scores (Based on 2017-2018 Data),,,,,,NWEA MAP Growth Indicators - All Students,,,,,,,,,,,,NWEA MAP Growth Indicators - Priority Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWEA MAP Attainment Indicators,,,,,,,,,,,,,,,,Other Indicators,,,,,,,,,
School ID,School Name,Network ,SQRP Total Points Earned,SY 2018-2019 SQRP Rating,SY 2018-2019 Accountability Status,National School Growth Percentile - Reading,,,,National School Growth Percentile - Math,,,,Percent of Students Meeting/Exceeding National Average Growth Norms,,,,African-American Growth Percentile - Reading,,,,Hispanic Growth Percentile - Reading,,,,English Learner Growth Percentile - Reading,,,,Diverse Learner Growth Percentile - Reading,,,,African-American Growth Percentile - Math,,,,Hispanic Growth Percentile - Math,,,,English Learner Growth Percentile - Math,,,,Diverse Learner Growth Percentile - Math,,,,National School Attainment %ile - Reading (Grades 3-8),,,,National School Attainment %ile - Math (Grades 3-8),,,,National School Attainment %ile - Reading (Grade 2),,,,National School Attainment %ile - Math (Grade 2),,,,Average Daily Attendance Rate (Grades K-8),,,"My Voice, My School 5 Essentials Survey",,,Data Quality Index Score,,,
,,,,,,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,
609863,COLUMBUS,ISP,4.4,Level 1+,Good Standing,81,100,4,18.75,85,100,4,18.75,70.3,100,5,10,,,,,44,100,3,1.25,,,,,,,,,,,,,70,100,5,1.25,,,,,,,,,77,100,4,5,75,100,4,5,84,100,4,2.5,55,100,3,2.5,96.5,5,20,Well Organized,5,10,99.7,5,5,
609864,COOK,Network 11,3.5,Level 1,Provisional Support,83,100,4,18.75,88,100,4,18.75,61.9,100,4,10,82,100,5,1.25,,,,,,,,,,,,,88,100,5,1.25,,,,,,,,,,,,,37,100,2,5,31,100,2,5,4,95,1,2.5,10,95,2,2.5,94.6,3,20,Moderately Organized,3,10,99.9,5,5,
609865,JORDAN,Network 2,3.9,Level 1,Good Standing,95,100,5,16.25,88,100,4,16.25,68,100,4,10,91,100,5,1.25,98,100,5,1.25,,,,,93,100,5,1.25,72,100,5,1.25,91,100,5,1.25,,,,,69,100,4,1.25,58,100,3,5,50,100,3,5,39,100,2,2.5,70,100,4,2.5,95.6,4,20,Partially Organized,2,10,99,5,5,
609866,COONLEY,Network 2,4.8,Level 1+,Good Standing,71,99,4,17.5,95,99,5,17.5,71.9,99,5,10,,,,,56,99,4,1.25,,,,,60,99,4,1.25,,,,,86,99,5,1.25,,,,,61,99,4,1.25,99,99,5,5,99,99,5,5,99,100,5,2.5,99,100,5,2.5,96.1,5,20,Well Organized,5,10,99.6,5,5,
609867,COOPER,Network 7,3.9,Level 1,Good Standing,56,100,3,17.5,84,99,4,17.5,62.6,100,4,10,,,,,56,100,4,1.25,68,100,4,1.25,,,,,,,,,85,99,5,1.25,78,99,5,1.25,,,,,46,100,3,5,43,99,3,5,62,97,3,2.5,33,97,2,2.5,96.5,5,20,Organized,4,10,100,5,5,
609869,LANGFORD,Network 11,2.2,Level 2,Intensive Support,50,100,3,18.75,24,100,2,18.75,45.5,100,2,10,52,100,4,1.25,,,,,,,,,,,,,24,100,2,1.25,,,,,,,,,,,,,12,100,2,5,8,100,1,5,1,100,1,2.5,1,100,1,2.5,92.7,2,20,Not Yet Organized,1,10,99.9,5,5,
609870,CORKERY,ISP,3.2,Level 2+,Good Standing,62,100,3,15,45,100,3,15,54.9,100,3,10,25,100,2,1.25,71,100,5,1.25,36,100,3,1.25,2,100,1,1.25,43,100,3,1.25,42,100,3,1.25,6,100,1,1.25,10,100,2,1.25,42,100,3,5,36,100,2,5,3,95,1,2.5,16,100,2,2.5,95.3,4,20,Organized,4,10,99.8,5,5,
609871,VICK,Network 10,,Inability to Rate,Good Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Organized,5,,99.7,5,,
609872,PEREZ,Network 7,3.8,Level 1,Good Standing,56,100,3,18.75,45,100,3,18.75,57.1,100,3,10,,,,,56,100,4,1.25,,,,,,,,,,,,,45,100,3,1.25,,,,,,,,,79,100,4,5,78,100,4,5,19,100,2,2.5,46,100,3,2.5,96.5,5,20,Well Organized,5,10,99.6,5,5,
609873,CROWN,Network 5,2.7,Level 2,Intensive Support,17,100,2,18.75,19,100,2,18.75,39.8,100,1,10,15,100,2,1.25,,,,,,,,,,,,,17,100,2,1.25,,,,,,,,,,,,,13,100,2,5,6,100,1,5,5,100,1,2.5,1,100,1,2.5,95.3,4,20,Well Organized,5,10,100,5,5,
609874,DIRKSEN,Network 1,3.9,Level 1,Good Standing,87,100,4,16.25,85,100,4,16.25,67.1,100,4,10,,,,,92,100,5,1.25,78,100,5,1.25,87,100,5,1.25,,,,,76,100,5,1.25,88,100,5,1.25,35,100,3,1.25,86,100,4,5,88,100,4,5,80,99,4,2.5,72,100,4,2.5,95.7,4,20,Partially Organized,2,10,99.3,5,5,
609875,DARWIN,ISP,3.9,Level 1,Good Standing,71,100,4,18.75,40,100,3,18.75,54.2,100,3,10,,,,,68,100,4,1.25,,,,,,,,,,,,,42,100,3,1.25,,,,,,,,,63,100,3,5,47,100,3,5,31,100,2,2.5,32,100,2,2.5,96.6,5,20,Well Organized,5,10,99.7,5,5,
609876,DAVIS N,Network 8,3.1,Level 2+,Good Standing,60,100,3,17.5,53,100,3,17.5,55.4,100,3,10,,,,,60,100,4,1.25,60,100,4,1.25,,,,,,,,,53,100,4,1.25,45,100,3,1.25,,,,,38,100,2,5,39,100,2,5,7,100,1,2.5,15,100,2,2.5,94.8,3,20,Organized,4,10,99.5,5,5,
609879,DAWES,Network 10,4.6,Level 1+,Good Standing,78,100,4,15,96,100,5,15,69,100,4,10,83,100,5,1.25,76,100,5,1.25,97,100,5,1.25,76,100,5,1.25,93,100,5,1.25,96,100,5,1.25,96,100,5,1.25,92,100,5,1.25,73,100,4,5,86,100,4,5,64,99,3,2.5,70,100,4,2.5,96.2,5,20,Well Organized,5,10,99.9,5,5,
609880,DECATUR,Network 2,4.4,Level 1+,Good Standing,68,100,3,20,86,100,4,20,72.8,100,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,100,5,5,99,100,5,5,99,100,5,2.5,99,100,5,2.5,96.2,5,20,Well Organized,5,10,100,5,5,
609883,DENEEN,AUSL,3,Level 2+,Good Standing,27,99,2,17.5,17,100,2,17.5,42.3,100,2,10,27,99,2,1.25,,,,,,,,,24,99,2,1.25,16,100,2,1.25,,,,,,,,,1,100,1,1.25,17,99,2,5,20,100,2,5,17,99,2,2.5,30,100,2,2.5,96.2,5,20,Well Organized,5,10,100,5,5,
609884,DEVER,Network 1,3.8,Level 1,Good Standing,56,100,3,16.25,61,100,3,16.25,57.5,100,3,10,,,,,70,100,5,1.25,83,100,5,1.25,86,100,5,1.25,,,,,57,100,4,1.25,86,100,5,1.25,53,100,4,1.25,81,100,4,5,76,100,4,5,52,100,3,2.5,80,100,4,2.5,95.5,4,20,Well Organized,5,10,99.6,5,5,
609885,DEWEY,AUSL,3.5,Level 1,Good Standing,44,100,3,18.75,43,99,3,18.75,48,100,2,10,42,100,3,1.25,,,,,,,,,,,,,40,99,3,1.25,,,,,,,,,,,,,22,100,2,5,28,99,2,5,13,98,2,2.5,18,98,2,2.5,96.7,5,20,Well Organized,5,10,99.9,5,5,
609887,DIXON,Network 12,4.5,Level 1+,Good Standing,62,100,3,17.5,99,100,5,17.5,69.9,100,4,10,62,100,4,1.25,,,,,,,,,82,100,5,1.25,99,100,5,1.25,,,,,,,,,80,100,5,1.25,95,100,5,5,98,100,5,5,90,100,5,2.5,89,100,4,2.5,96.2,5,20,Well Organized,5,10,100,5,5,
609891,DOOLITTLE,Network 9,2.1,Level 2,Intensive Support,54,100,3,18.75,39,100,2,18.75,48.3,100,2,10,56,100,4,1.25,,,,,,,,,,,,,39,100,3,1.25,,,,,,,,,,,,,7,100,1,5,4,100,1,5,1,100,1,2.5,1,100,1,2.5,93.6,2,20,Not Yet Organized,1,10,100,5,5,
609893,DORE,Network 10,3.9,Level 1,Good Standing,58,100,3,17.5,75,100,4,17.5,60.2,100,4,10,,,,,44,100,3,1.25,,,,,17,100,2,1.25,,,,,75,100,5,1.25,,,,,84,100,5,1.25,76,100,4,5,74,100,4,5,59,100,3,2.5,41,100,3,2.5,95.7,4,20,Well Organized,5,10,99.8,5,5,
609894,DRAKE,Network 9,3.3,Level 2+,Provisional Support,75,100,4,18.75,43,100,3,18.75,55.6,100,3,10,75,100,5,1.25,,,,,,,,,,,,,43,100,3,1.25,,,,,,,,,,,,,19,100,2,5,8,100,1,5,9,97,1,2.5,1,100,1,2.5,94.6,3,20,Well Organized,5,10,99.9,5,5,
609895,TURNER-DREW,Network 11,3.4,Level 2+,Good Standing,36,100,2,18.75,24,100,2,18.75,51.5,100,3,10,36,100,3,1.25,,,,,,,,,,,,,25,100,2,1.25,,,,,,,,,,,,,77,100,4,5,63,100,3,5,65,100,3,2.5,64,100,3,2.5,96.5,5,20,Well Organized,5,10,100,5,5,
609896,DRUMMOND,Network 6,4,Level 1+,Good Standing,70,100,4,18.75,69,100,3,18.75,65,100,4,10,,,,,60,100,4,1.25,,,,,,,,,,,,,75,100,5,1.25,,,,,,,,,97,100,5,5,87,100,4,5,94,100,5,2.5,82,100,4,2.5,95.5,4,20,Organized,4,10,99.7,5,5,
609897,EARLE,Network 11,2.6,Level 2,Provisional Support,32,100,2,17.5,68,100,3,17.5,46.5,100,2,10,34,100,3,1.25,,,,,,,,,99,100,5,1.25,68,100,4,1.25,,,,,,,,,97,100,5,1.25,32,100,2,5,40,100,3,5,37,98,2,2.5,48,96,3,2.5,94.5,3,20,Not Yet Organized,1,10,99.5,5,5,
609898,EBERHART,ISP,3.4,Level 2+,Good Standing,52,100,3,16.25,45,100,3,16.25,52.9,100,3,10,,,,,52,100,4,1.25,62,100,4,1.25,56,100,4,1.25,,,,,47,100,3,1.25,39,100,3,1.25,89,100,5,1.25,54,100,3,5,40,100,3,5,17,100,2,2.5,23,100,2,2.5,95.5,4,20,Organized,4,10,99.8,5,5,
609899,EBINGER,ISP,4.1,Level 1+,Good Standing,54,100,3,17.5,84,100,4,17.5,64.1,100,4,10,,,,,48,100,3,1.25,,,,,64,100,4,1.25,,,,,81,100,5,1.25,,,,,47,100,3,1.25,96,100,5,5,95,100,5,5,92,100,5,2.5,91,100,5,2.5,95.3,4,20,Well Organized,5,10,99.7,5,5,
609900,CURTIS,AUSL,2.4,Level 2,Provisional Support,8,100,1,17.5,3,100,1,17.5,34.4,100,1,10,8,100,1,1.25,,,,,,,,,1,100,1,1.25,3,100,1,1.25,,,,,,,,,1,100,1,1.25,20,100,2,5,18,100,2,5,39,99,2,2.5,20,100,2,2.5,95.5,4,20,Well Organized,5,10,99.6,5,5,
609901,EDGEBROOK,Network 1,4.5,Level 1+,Good Standing,83,100,4,17.5,70,100,4,17.5,64.6,100,4,10,,,,,87,100,5,1.25,,,,,27,100,2,1.25,,,,,55,100,4,1.25,,,,,6,100,1,1.25,98,100,5,5,97,100,5,5,95,100,5,2.5,94,100,5,2.5,96.5,5,20,Well Organized,5,10,99.8,5,5,
609902,METCALFE,Network 13,2.2,Level 2,Intensive Support,3,100,1,17.5,9,100,1,17.5,38.9,100,1,10,3,100,1,1.25,,,,,,,,,1,100,1,1.25,7,100,1,1.25,,,,,,,,,23,100,2,1.25,11,100,2,5,8,100,1,5,1,95,1,2.5,1,95,1,2.5,95.7,4,20,Organized,4,10,99.8,5,5,
609903,EDWARDS,ISP,3.5,Level 1,Good Standing,66,100,3,16.25,55,100,3,16.25,56.9,100,3,10,,,,,66,100,4,1.25,62,100,4,1.25,19,100,2,1.25,,,,,55,100,4,1.25,61,100,4,1.25,11,100,2,1.25,60,100,3,5,55,100,3,5,24,100,2,2.5,57,99,3,2.5,95.6,4,20,Well Organized,5,10,99.6,5,5,
609904,ELLINGTON,Network 3,3.1,Level 2+,Good Standing,24,99,2,17.5,13,99,2,17.5,41.5,99,2,10,27,99,2,1.25,,,,,,,,,29,99,2,1.25,14,99,2,1.25,,,,,,,,,55,99,4,1.25,43,99,3,5,27,99,2,5,28,95,2,2.5,25,95,2,2.5,96.7,5,20,Well Organized,5,10,100,5,5,
609907,ERICSON,Network 5,3.1,Level 2+,Good Standing,44,100,3,17.5,24,100,2,18.75,48.9,100,2,10,44,100,3,1.25,,,,,,,,,7,100,1,1.25,24,100,2,1.25,,,,,,,,,,,,,51,100,3,5,50,100,3,5,22,100,2,2.5,44,100,3,2.5,95.4,4,20,Organized,4,10,100,5,5,
609908,ESMOND,Network 10,4.3,Level 1+,Good Standing,99,99,5,17.5,99,99,5,17.5,72.3,99,5,10,99,99,5,1.25,,,,,,,,,99,99,5,1.25,99,99,5,1.25,,,,,,,,,99,99,5,1.25,78,99,4,5,51,99,3,5,27,100,2,2.5,15,100,2,2.5,94.7,3,20,Well Organized,5,10,99.8,5,5,
609909,EVERETT,Network 8,3.8,Level 1,Good Standing,48,100,3,18.75,58,100,3,18.75,52.7,100,3,10,,,,,62,100,4,1.25,,,,,,,,,,,,,63,100,4,1.25,,,,,,,,,69,100,3,5,64,100,3,5,89,100,4,2.5,54,100,3,2.5,96.4,5,20,Well Organized,5,10,100,5,5,
609910,FALCONER,Network 3,4,Level 1+,Good Standing,78,100,4,16.25,82,100,4,16.25,62.6,100,4,10,,,,,76,100,5,1.25,60,100,4,1.25,58,100,4,1.25,,,,,81,100,5,1.25,77,100,5,1.25,88,100,5,1.25,46,100,3,5,54,100,3,5,35,100,2,2.5,32,100,2,2.5,95.4,4,20,Well Organized,5,10,99.8,5,5,
609912,FARNSWORTH,Network 1,4.1,Level 1+,Good Standing,71,99,4,16.25,87,100,4,16.25,62.9,99,4,10,,,,,60,100,4,1.25,42,99,3,1.25,81,99,5,1.25,,,,,73,100,5,1.25,85,100,5,1.25,96,100,5,1.25,80,99,4,5,86,100,4,5,69,95,3,2.5,67,95,3,2.5,95.2,4,20,Well Organized,5,10,99.4,5,5,
609917,FERNWOOD,Network 13,4.4,Level 1+,Good Standing,83,100,4,17.5,92,100,5,17.5,65.7,100,4,10,83,100,5,1.25,,,,,,,,,99,100,5,1.25,92,100,5,1.25,,,,,,,,,99,100,5,1.25,76,100,4,5,80,100,4,5,68,98,3,2.5,84,98,4,2.5,95.5,4,20,Well Organized,5,10,100,5,5,
609918,FIELD,Network 2,3.3,Level 2+,Good Standing,54,100,3,17.5,31,100,2,17.5,47.2,100,2,10,54,100,4,1.25,48,100,3,1.25,,,,,,,,,19,100,2,1.25,37,100,3,1.25,,,,,,,,,37,100,2,7.5,22,100,2,7.5,,,,,,,,,96.4,5,20,Well Organized,5,10,99.8,5,5,
609919,FISKE,Network 9,3.2,Level 2+,Good Standing,71,98,4,17.5,43,99,3,17.5,54.5,98,3,10,71,98,5,1.25,,,,,,,,,1,100,1,1.25,42,99,3,1.25,,,,,,,,,1,100,1,1.25,52,98,3,5,48,99,3,5,60,100,3,2.5,23,100,2,2.5,93.5,2,20,Well Organized,5,10,99.8,5,5,
609920,KANOON,Network 7,3.6,Level 1,Good Standing,73,100,4,17.5,60,100,3,17.5,57,100,3,10,,,,,75,100,5,1.25,93,100,5,1.25,,,,,,,,,61,100,4,1.25,66,100,4,1.25,,,,,38,100,2,5,31,100,2,5,32,100,2,2.5,23,100,2,2.5,95.3,4,20,Well Organized,5,10,99.9,5,5,
609921,TELPOCHCALLI,Network 7,3.3,Level 2+,Good Standing,81,99,4,17.5,28,99,2,17.5,53.7,99,3,10,,,,,73,99,5,1.25,90,99,5,1.25,,,,,,,,,25,100,2,1.25,10,99,2,1.25,,,,,52,99,3,7.5,30,99,2,7.5,,,,,,,,,94.2,3,20,Well Organized,5,10,99.7,5,5,
609922,BELMONT-CRAGIN,ISP,3.4,Level 2+,Good Standing,48,98,3,18.75,47,97,3,18.75,48.9,98,2,10,,,,,50,98,4,1.25,,,,,,,,,,,,,48,98,3,1.25,,,,,,,,,50,98,3,5,48,97,3,5,37,100,2,2.5,58,100,3,2.5,95.4,4,20,Well Organized,5,10,99.6,5,5,
609924,FORT DEARBORN,Network 11,4.3,Level 1+,Good Standing,98,100,5,17.5,99,100,5,17.5,67.4,100,4,10,98,100,5,1.25,,,,,,,,,99,100,5,1.25,99,100,5,1.25,,,,,,,,,99,100,5,1.25,35,100,2,5,24,100,2,5,18,100,2,2.5,31,100,2,2.5,96.5,5,20,Moderately Organized,3,10,99.8,5,5,
609925,KELLMAN,Network 5,2.9,Level 2,Provisional Support,38,100,2,18.75,27,100,2,18.75,45.9,100,2,10,38,100,3,1.25,,,,,,,,,,,,,25,100,2,1.25,,,,,,,,,,,,,46,100,3,5,26,100,2,5,48,100,3,2.5,40,100,3,2.5,95.9,4,20,Organized,4,10,99.9,5,5,
609926,FRANKLIN,ISP,4.5,Level 1+,Good Standing,82,100,4,17.5,70,100,4,17.5,65.6,100,4,10,78,100,5,1.25,85,100,5,1.25,,,,,,,,,47,100,3,1.25,61,100,4,1.25,,,,,,,,,93,100,5,5,93,100,5,5,95,99,5,2.5,89,99,4,2.5,96.2,5,20,Well Organized,5,10,100,5,5,
609927,FOSTER PARK,Network 11,3.4,Level 2+,Good Standing,52,100,3,17.5,31,100,2,17.5,46.9,100,2,10,50,100,4,1.25,,,,,,,,,92,100,5,1.25,31,100,3,1.25,,,,,,,,,15,100,2,1.25,48,100,3,5,32,100,2,5,40,100,3,2.5,42,100,3,2.5,96.4,5,20,Well Organized,5,10,99.9,5,5,
609928,FULLER,AUSL,3.4,Level 2+,Good Standing,42,100,3,17.5,42,100,3,17.5,52,100,3,10,38,100,3,1.25,,,,,,,,,75,100,5,1.25,40,100,3,1.25,,,,,,,,,17,100,2,1.25,24,100,2,5,28,100,2,5,18,98,2,2.5,30,98,2,2.5,95.9,4,20,Well Organized,5,10,99.8,5,5,
609929,FULTON,Network 11,3.4,Level 2+,Good Standing,76,100,4,17.5,58,100,3,17.5,57.1,100,3,10,48,100,3,1.25,91,100,5,1.25,,,,,,,,,40,100,3,1.25,73,100,5,1.25,,,,,,,,,33,100,2,5,35,100,2,5,2,100,1,2.5,8,100,1,2.5,95.3,4,20,Organized,4,10,98.9,4,5,
609930,FUNSTON,Network 4,2.8,Level 2,Provisional Support,34,100,2,18.75,37,100,2,18.75,47.8,100,2,10,,,,,29,100,2,1.25,,,,,,,,,,,,,35,100,3,1.25,,,,,,,,,45,100,3,5,37,100,2,5,37,96,2,2.5,28,96,2,2.5,95.1,4,20,Organized,4,10,100,5,5,
609933,GALE,Network 2,3.3,Level 2+,Intensive Support,89,99,4,17.5,52,98,3,17.5,52.2,99,3,10,91,99,5,1.25,81,100,5,1.25,,,,,,,,,34,98,3,1.25,66,98,4,1.25,,,,,,,,,31,99,2,5,19,98,2,5,11,95,2,2.5,1,95,1,2.5,94.3,3,20,Organized,4,10,99.2,5,5,
609935,GALLISTEL,Network 13,4.1,Level 1+,Good Standing,76,100,4,17.5,69,100,3,17.5,62.1,100,4,10,,,,,78,100,5,1.25,,,,,52,100,4,1.25,,,,,69,100,4,1.25,,,,,39,100,3,1.25,62,100,3,5,56,100,3,5,47,100,3,2.5,73,100,4,2.5,96.2,5,20,Well Organized,5,10,99.8,5,5,
609937,GARVY,Network 1,3.6,Level 1,Good Standing,60,100,3,16.25,65,100,3,16.25,59.7,100,3,10,,,,,64,100,4,1.25,50,100,4,1.25,42,100,3,1.25,,,,,58,100,4,1.25,91,100,5,1.25,31,100,3,1.25,88,100,4,5,83,100,4,5,92,100,5,2.5,81,100,4,2.5,95.8,4,20,Organized,4,10,99.8,5,5,
609938,GARY,Network 7,3.6,Level 1,Good Standing,78,100,4,16.25,55,100,3,16.25,57.9,100,3,10,,,,,78,100,5,1.25,86,100,5,1.25,46,100,3,1.25,,,,,55,100,4,1.25,28,100,2,1.25,5,100,1,1.25,55,100,3,7.5,40,100,3,7.5,,,,,,,,,95.7,4,20,Organized,4,10,100,5,5,
609939,GILLESPIE,ISP,3,Level 2+,Good Standing,58,100,3,17.5,48,100,3,17.5,52,100,3,10,58,100,4,1.25,,,,,,,,,99,100,5,1.25,47,100,3,1.25,,,,,,,,,99,100,5,1.25,37,100,2,5,25,100,2,5,53,100,3,2.5,35,100,2,2.5,93.1,2,20,Well Organized,5,10,99.7,5,5,
609941,RANDOLPH,Network 11,2.7,Level 2,Provisional Support,46,100,3,17.5,37,100,2,17.5,47.8,100,2,10,40,100,3,1.25,,,,,,,,,76,100,5,1.25,35,100,3,1.25,,,,,,,,,28,100,2,1.25,23,100,2,5,15,100,2,5,7,100,1,2.5,3,100,1,2.5,95,4,20,Partially Organized,2,10,99.9,5,5,
609942,GOETHE,Network 4,3.9,Level 1,Good Standing,66,100,3,17.5,52,100,3,17.5,58.2,100,3,10,,,,,62,100,4,1.25,,,,,79,100,5,1.25,,,,,53,100,4,1.25,,,,,19,100,2,1.25,82,100,4,5,81,100,4,5,90,100,5,2.5,81,100,4,2.5,96,5,20,Well Organized,5,10,99.8,5,5,
609943,OWENS,Network 13,2.6,Level 2,Intensive Support,32,99,2,18.75,52,98,3,18.75,44.4,98,2,10,30,99,3,1.25,,,,,,,,,,,,,52,98,4,1.25,,,,,,,,,,,,,14,99,2,5,9,98,1,5,4,95,1,2.5,3,95,1,2.5,93.2,2,20,Well Organized,5,10,99.7,5,5,
609944,GRISSOM,ISP,3.6,Level 1,Good Standing,56,100,3,18.75,48,100,3,18.75,58.6,100,3,10,,,,,68,100,4,1.25,,,,,,,,,,,,,60,100,4,1.25,,,,,,,,,82,100,4,5,78,100,4,5,88,100,4,2.5,91,100,5,2.5,95.6,4,20,Organized,4,10,100,5,5,
609945,GOUDY,ISP,4.2,Level 1+,Good Standing,60,99,3,16.25,86,100,4,16.25,63.9,100,4,10,64,100,4,1.25,32,99,3,1.25,73,99,5,1.25,,,,,68,100,4,1.25,87,100,5,1.25,82,100,5,1.25,,,,,83,99,4,5,86,100,4,5,85,100,4,2.5,77,100,4,2.5,96.1,5,20,Well Organized,5,10,99.8,5,5,
609947,GRAHAM ES,Network 6,2.9,Level 2,Provisional Support,52,100,3,17.5,43,100,3,17.5,53.1,100,3,10,44,100,3,1.25,50,100,4,1.25,,,,,,,,,30,100,3,1.25,61,100,4,1.25,,,,,,,,,54,100,3,5,45,100,3,5,48,100,3,2.5,62,100,3,2.5,93.7,2,20,Moderately Organized,3,10,99.7,5,5,
609949,GRAY,Network 1,3.7,Level 1,Good Standing,68,100,3,16.25,69,100,3,16.25,58.9,100,3,10,,,,,70,100,5,1.25,40,100,3,1.25,56,100,4,1.25,,,,,65,100,4,1.25,66,100,4,1.25,28,100,2,1.25,64,100,3,5,72,100,4,5,82,99,4,2.5,74,100,4,2.5,95.6,4,20,Well Organized,5,10,99.7,5,5,
609950,ORTIZ DE DOMINGUEZ,Network 7,,Inability to Rate,Good Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,99,2,,38,99,2,,95.4,4,,Organized,4,,99.7,5,,
609951,ARIEL,ISP,2.9,Level 2,Provisional Support,27,100,2,17.5,42,100,3,17.5,46.6,100,2,10,27,100,2,1.25,,,,,,,,,1,100,1,1.25,43,100,3,1.25,,,,,,,,,6,100,1,1.25,49,100,3,5,41,100,3,5,24,100,2,2.5,4,100,1,2.5,94.7,3,20,Well Organized,5,10,99.3,5,5,
609952,GREENE,Network 8,4,Level 1+,Good Standing,83,99,4,17.5,86,100,4,17.5,63.1,99,4,10,,,,,76,99,5,1.25,81,99,5,1.25,,,,,,,,,81,100,5,1.25,95,100,5,1.25,,,,,46,99,3,5,51,100,3,5,51,100,3,2.5,23,100,2,2.5,95.6,4,20,Well Organized,5,10,98,4,5,
609954,GREGORY,Network 5,2.6,Level 2,Provisional Support,22,100,2,17.5,37,100,2,17.5,46.3,100,2,10,19,100,2,1.25,,,,,,,,,1,100,1,1.25,37,100,3,1.25,,,,,,,,,19,100,2,1.25,29,100,2,5,30,100,2,5,13,100,2,2.5,6,100,1,2.5,94.3,3,20,Well Organized,5,10,99.7,5,5,
609955,GRESHAM,AUSL,4.3,Level 1+,Intensive Support,71,100,4,17.5,93,100,5,17.5,59.9,100,3,10,71,100,5,1.25,,,,,,,,,99,100,5,1.25,93,100,5,1.25,,,,,,,,,99,100,5,1.25,48,100,3,5,52,100,3,5,14,100,2,2.5,41,100,3,2.5,96.8,5,20,Well Organized,5,10,100,5,5,
609956,GRIMES,Network 10,4.2,Level 1+,Good Standing,54,100,3,17.5,83,100,4,17.5,61.7,100,4,10,,,,,52,100,4,1.25,87,100,5,1.25,,,,,,,,,83,100,5,1.25,87,100,5,1.25,,,,,81,100,4,5,88,100,4,5,58,100,3,2.5,70,100,4,2.5,96.3,5,20,Well Organized,5,10,100,5,5,
609958,GUNSAULUS,ISP,4,Level 1+,Good Standing,54,100,3,17.5,70,100,4,17.5,60.1,100,4,10,,,,,56,100,4,1.25,40,100,3,1.25,,,,,,,,,75,100,5,1.25,68,100,4,1.25,,,,,66,100,3,5,75,100,4,5,32,100,2,2.5,28,100,2,2.5,97.8,5,20,Well Organized,5,10,99.3,5,5,
609959,HAINES,Network 6,4.7,Level 1+,Good Standing,83,100,4,17.5,92,100,5,17.5,73.5,100,5,10,70,100,5,1.25,,,,,93,100,5,1.25,,,,,75,100,5,1.25,,,,,97,100,5,1.25,,,,,91,100,5,5,98,100,5,5,80,100,4,2.5,92,100,5,2.5,98.5,5,20,Organized,4,10,99.3,5,5,
609960,HALE,Network 10,3.9,Level 1,Good Standing,71,100,4,16.25,61,100,3,16.25,62,100,4,10,,,,,71,100,5,1.25,91,100,5,1.25,64,100,4,1.25,,,,,65,100,4,1.25,91,100,5,1.25,43,100,3,1.25,77,100,4,5,68,100,3,5,45,100,3,2.5,47,100,3,2.5,95.6,4,20,Well Organized,5,10,99.9,5,5,
609961,NINOS HEROES,Network 12,2.9,Level 2,Intensive Support,70,100,4,16.25,55,100,3,16.25,52.9,100,3,10,73,100,5,1.25,38,100,3,1.25,,,,,24,100,2,1.25,52,100,4,1.25,69,100,4,1.25,,,,,40,100,3,1.25,28,100,2,5,11,100,2,5,4,100,1,2.5,2,100,1,2.5,93.7,2,20,Moderately Organized,3,10,99.1,5,5,
609963,HAMILTON,Network 4,4.5,Level 1+,Good Standing,50,100,3,18.75,95,100,5,18.75,65.9,100,4,10,,,,,60,100,4,1.25,,,,,,,,,,,,,78,100,5,1.25,,,,,,,,,95,100,5,5,94,100,5,5,99,100,5,2.5,94,100,5,2.5,96.1,5,20,Well Organized,5,10,99.9,5,5,
609964,HAMLINE,Network 8,2.8,Level 2,Intensive Support,79,100,4,17.5,39,100,2,17.5,52,100,3,10,,,,,85,100,5,1.25,85,100,5,1.25,,,,,,,,,43,100,3,1.25,45,100,3,1.25,,,,,23,100,2,5,18,100,2,5,1,100,1,2.5,1,100,1,2.5,94.4,3,20,Not Yet Organized,1,10,99.7,5,5,
